,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,E0,04/01/2026,12:30,Leeds,Man United,2.82,3.6,2.7,1.89,2.08,0.0,2.03,1.95
6,E0,04/01/2026,15:00,Everton,Brentford,2.5,3.3,3.25,2.32,1.74,-0.25,2.13,1.86
7,E0,04/01/2026,15:00,Fulham,Liverpool,3.9,3.85,2.02,1.87,2.08,0.5,1.94,2.03
8,E0,04/01/2026,15:00,Newcastle,Crystal Palace,1.72,4.1,5.3,1.84,2.1,-0.75,1.92,2.03
9,E0,04/01/2026,15:00,Tottenham,Sunderland,1.86,3.85,4.8,2.1,1.86,-0.5,1.86,2.15
10,E0,04/01/2026,17:30,Man City,Chelsea,1.68,4.7,5.1,1.55,2.72,-0.75,1.85,2.14
11,E1,04/01/2026,12:00,Birmingham,Coventry,2.76,3.65,2.68,1.87,2.08,0.0,2.0,1.94
12,E1,04/01/2026,12:00,QPR,Sheffield Weds,1.44,4.9,8.6,1.81,2.12,-1.25,1.99,1.93
13,E1,04/01/2026,12:00,Sheffield United,Oxford,1.48,4.7,7.8,1.84,2.12,-1.25,2.08,1.85
14,E1,04/01/2026,15:00,Blackburn,Charlton,2.18,3.35,3.9,2.32,1.68,-0.5,0.0,0.0
15,E1,04/01/2026,15:00,Bristol City,Preston,1.92,3.85,4.3,2.04,1.87,-0.5,0.0,0.0
16,E1,04/01/2026,15:00,Derby,Wrexham,2.4,3.35,3.3,2.3,1.69,-0.25,0.0,0.0
17,E1,04/01/2026,15:00,Hull,Watford,2.9,3.6,2.6,2.0,1.9,0.0,0.0,0.0
18,E1,04/01/2026,15:00,Middlesbrough,Southampton,2.22,3.95,3.25,1.72,2.24,-0.25,0.0,0.0
19,E1,04/01/2026,15:00,Millwall,Swansea,2.28,3.4,3.7,2.28,1.69,-0.25,0.0,0.0
20,E1,04/01/2026,15:00,Norwich,Stoke,2.32,3.65,3.25,1.97,1.94,-0.25,0.0,0.0
21,E1,04/01/2026,15:00,Portsmouth,Ipswich,5.6,4.1,1.7,2.02,1.89,0.75,0.0,0.0
23,E2,04/01/2026,12:00,Bolton,Northampton,1.41,5.1,8.6,1.64,2.34,-1.25,1.85,2.0
24,E2,04/01/2026,12:00,Lincoln,Peterboro,1.96,3.55,3.9,1.91,1.91,-0.5,1.96,1.92
25,E2,04/01/2026,15:00,Blackpool,Bradford,2.6,2.94,2.44,1.9,1.72,0.0,0.0,0.0
26,E2,04/01/2026,15:00,Cardiff,Wigan,1.69,3.75,5.2,1.96,1.86,-0.75,0.0,0.0
27,E2,04/01/2026,15:00,Doncaster,Luton,3.0,3.45,2.48,1.93,1.89,0.25,0.0,0.0
28,E2,04/01/2026,15:00,Huddersfield,Exeter,1.7,3.7,5.2,1.83,1.87,-0.75,0.0,0.0
29,E2,04/01/2026,15:00,Plymouth,Burton,2.18,3.4,3.25,1.01,1.24,-0.25,0.0,0.0
30,E2,04/01/2026,15:00,Port Vale,Barnsley,2.66,2.98,2.64,1.86,1.87,0.0,0.0,0.0
31,E2,04/01/2026,15:00,Reading,Stockport,2.48,3.35,2.86,1.93,1.89,0.0,0.0,0.0
32,E2,04/01/2026,15:00,Rotherham,Mansfield,2.76,3.15,2.62,2.1,1.72,0.0,0.0,0.0
33,E2,04/01/2026,15:00,Stevenage,Leyton Orient,2.22,3.25,3.6,2.2,1.69,-0.25,0.0,0.0
34,E2,04/01/2026,15:00,Wycombe,AFC Wimbledon,1.9,3.35,4.5,2.08,1.62,-0.5,0.0,0.0
35,E3,04/01/2026,12:00,Cheltenham,Crawley Town,2.84,3.35,2.6,1.83,2.0,0.0,2.0,1.88
36,E3,04/01/2026,12:00,Milton Keynes Dons,Chesterfield,1.88,3.55,4.3,1.89,1.91,-0.5,1.88,1.98
37,E3,04/01/2026,15:00,Barnet,Crewe,1.79,3.75,4.9,1.83,1.99,-0.75,0.0,0.0
38,E3,04/01/2026,15:00,Barrow,Bristol Rvs,2.62,3.2,2.86,2.16,1.7,0.0,0.0,0.0
39,E3,04/01/2026,15:00,Bromley,Oldham,1.94,3.55,4.1,1.99,1.81,-0.5,0.0,0.0
40,E3,04/01/2026,15:00,Cambridge,Grimsby,2.2,3.25,3.3,2.04,1.76,-0.25,0.0,0.0
41,E3,04/01/2026,15:00,Colchester,Accrington,1.86,3.6,4.9,1.97,1.85,-0.75,0.0,0.0
42,E3,04/01/2026,15:00,Harrogate,Swindon,4.1,3.7,1.74,1.73,2.0,0.75,0.0,0.0
