,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,B1,25/10/2025,15:00,Westerlo,Dender,1.33,4.0,4.9,1.2,1.25,-0.75,1.58,1.65
3,B1,25/10/2025,17:15,Mechelen,Oud-Heverlee Leuven,2.24,2.08,3.5,1.74,1.96,-0.25,1.91,1.49
4,B1,25/10/2025,19:45,Gent,Standard,1.94,3.45,4.5,1.87,1.93,-0.5,1.94,1.98
10,D1,25/10/2025,14:30,Augsburg,RB Leipzig,3.4,4.1,2.14,1.49,2.9,0.5,1.86,2.14
11,D1,25/10/2025,14:30,Ein Frankfurt,St Pauli,1.76,4.3,4.9,1.62,2.52,-0.75,1.95,2.02
12,D1,25/10/2025,14:30,Hamburg,Wolfsburg,2.44,3.75,3.0,1.69,2.36,-0.25,2.11,1.88
13,D1,25/10/2025,14:30,Hoffenheim,Heidenheim,1.62,4.7,5.8,1.55,2.72,-1.0,1.97,1.98
14,D1,25/10/2025,14:30,M'gladbach,Bayern Munich,14.0,7.8,1.24,1.29,4.1,2.0,1.95,1.97
15,D1,25/10/2025,17:30,Dortmund,FC Koln,1.45,5.6,7.4,1.46,3.0,-1.25,1.94,2.0
20,D2,25/10/2025,12:00,Bielefeld,Elversberg,2.96,3.8,2.38,1.55,2.54,0.25,1.87,2.08
21,D2,25/10/2025,12:00,Dresden,Paderborn,3.35,3.7,2.12,1.65,2.32,0.5,1.83,2.12
22,D2,25/10/2025,12:00,Holstein Kiel,Bochum,1.93,4.2,3.75,1.2,1.25,-0.5,1.93,2.0
23,D2,25/10/2025,19:30,Hertha,Fortuna Dusseldorf,1.95,1.13,3.85,1.46,1.82,-0.5,1.97,1.96
28,E0,25/10/2025,15:00,Chelsea,Sunderland,1.42,5.2,9.4,1.76,2.28,-1.5,2.19,1.82
29,E0,25/10/2025,15:00,Newcastle,Fulham,1.68,4.1,6.0,2.0,1.97,-0.75,1.86,2.12
30,E0,25/10/2025,17:30,Man United,Brighton,2.06,4.0,3.7,1.54,2.7,-0.5,2.06,1.92
31,E0,25/10/2025,20:00,Brentford,Liverpool,4.5,4.2,1.81,1.58,2.68,0.75,1.94,2.03
38,E1,25/10/2025,12:30,Coventry,Watford,1.53,4.7,6.6,1.64,2.36,-1.0,1.81,2.19
39,E1,25/10/2025,12:30,Ipswich,West Brom,1.85,3.9,4.7,2.0,1.91,-0.5,1.85,2.14
40,E1,25/10/2025,12:30,Portsmouth,Stoke,2.9,3.4,2.68,2.1,1.84,0.0,2.05,1.92
41,E1,25/10/2025,15:00,Blackburn,Southampton,3.2,3.45,2.46,2.08,1.86,0.25,1.88,2.1
42,E1,25/10/2025,15:00,Bristol City,Birmingham,2.28,3.4,3.6,2.18,1.79,-0.25,1.94,2.03
43,E1,25/10/2025,15:00,Derby,QPR,2.76,3.45,2.8,2.16,1.82,0.0,1.97,2.01
44,E1,25/10/2025,15:00,Hull,Charlton,2.62,3.45,2.92,2.08,1.87,0.0,1.87,2.09
45,E1,25/10/2025,15:00,Middlesbrough,Wrexham,1.77,3.85,5.2,2.06,1.88,-0.75,2.0,1.97
46,E1,25/10/2025,15:00,Millwall,Leicester,2.76,3.3,2.88,2.2,1.78,0.0,1.93,2.04
47,E1,25/10/2025,15:00,Sheffield Weds,Oxford,2.8,3.5,2.64,2.08,1.86,0.0,2.03,1.91
48,E1,25/10/2025,15:00,Swansea,Norwich,2.34,3.55,3.3,1.99,1.96,-0.25,2.02,1.96
50,E2,25/10/2025,12:30,Bolton,Cardiff,2.04,3.55,3.5,1.24,1.25,-0.5,2.04,1.9
51,E2,25/10/2025,12:30,Mansfield,Wigan,2.58,2.94,2.98,1.39,1.24,-0.25,2.2,1.75
52,E2,25/10/2025,15:00,AFC Wimbledon,Burton,1.95,3.45,4.3,2.32,1.25,-0.5,1.95,2.0
53,E2,25/10/2025,15:00,Barnsley,Rotherham,1.93,3.75,3.45,1.7,2.12,-0.5,1.93,2.05
54,E2,25/10/2025,15:00,Leyton Orient,Lincoln,2.72,3.55,2.66,1.94,1.85,0.0,1.97,1.92
55,E2,25/10/2025,15:00,Northampton,Luton,4.3,2.82,2.08,2.14,1.54,0.5,1.87,2.08
56,E2,25/10/2025,15:00,Peterboro,Blackpool,2.44,3.5,2.98,1.76,1.47,-0.25,2.1,1.87
57,E2,25/10/2025,15:00,Reading,Doncaster,2.24,3.5,3.3,1.34,1.99,-0.25,1.93,1.99
58,E2,25/10/2025,15:00,Stevenage,Bradford,2.56,3.1,2.96,2.28,1.25,-0.25,2.23,1.76
59,E2,25/10/2025,15:00,Wycombe,Huddersfield,2.2,3.3,3.45,1.89,1.92,-0.25,1.89,2.02
61,E3,25/10/2025,12:30,Cheltenham,Walsall,4.2,3.5,1.98,2.06,1.83,0.5,2.0,1.98
62,E3,25/10/2025,12:30,Fleetwood Town,Accrington,2.1,3.45,3.8,1.33,1.25,-0.5,2.1,1.87
63,E3,25/10/2025,15:00,Barrow,Barnet,3.85,3.7,2.02,2.02,1.85,0.5,1.9,2.03
64,E3,25/10/2025,15:00,Bromley,Milton Keynes Dons,2.78,3.4,2.72,1.94,1.9,0.0,2.02,1.94
65,E3,25/10/2025,15:00,Crawley Town,Bristol Rvs,2.48,3.1,2.96,1.28,1.25,0.0,1.78,2.16
66,E3,25/10/2025,15:00,Crewe,Grimsby,2.78,3.35,2.48,1.8,1.92,0.0,2.04,1.8
67,E3,25/10/2025,15:00,Gillingham,Salford,2.76,3.15,2.84,1.34,1.24,0.0,1.95,1.95
68,E3,25/10/2025,15:00,Harrogate,Newport County,2.16,3.25,1.04,2.02,1.72,-0.5,2.16,1.83
69,E3,25/10/2025,15:00,Notts County,Cambridge,2.48,3.15,3.15,2.16,1.58,-0.25,2.11,1.82
70,E3,25/10/2025,15:00,Oldham,Shrewsbury,2.1,3.45,1.09,1.95,1.6,-0.5,2.1,1.79
71,E3,25/10/2025,15:00,Swindon,Colchester,2.22,3.75,3.35,1.63,2.42,-0.25,1.93,2.04
72,E3,25/10/2025,15:00,Tranmere,Chesterfield,3.0,3.4,2.38,1.72,1.25,0.25,1.77,2.05
