,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
3,B1,08/11/2025,15:00,Cercle Brugge,Oud-Heverlee Leuven,2.12,3.4,4.0,1.83,2.04,-0.25,1.81,2.16
4,B1,08/11/2025,17:15,Charleroi,Westerlo,2.16,3.5,3.7,1.74,2.1,-0.5,2.16,1.79
5,B1,08/11/2025,19:45,Antwerp,RAAL La Louviere,2.2,3.15,4.0,2.24,1.7,-0.25,1.87,2.06
11,D1,08/11/2025,14:30,Hamburg,Dortmund,5.1,4.3,1.72,1.57,2.64,0.75,2.08,1.91
12,D1,08/11/2025,14:30,Hoffenheim,RB Leipzig,2.84,4.0,2.5,1.43,3.15,0.0,2.13,1.87
13,D1,08/11/2025,14:30,Leverkusen,Heidenheim,1.42,5.4,8.2,1.56,2.68,-1.25,1.87,2.09
14,D1,08/11/2025,14:30,Union Berlin,Bayern Munich,16.0,7.8,1.23,1.42,3.2,2.0,1.92,2.0
15,D1,08/11/2025,17:30,M'gladbach,FC Koln,2.36,3.7,3.25,1.68,2.4,-0.25,2.04,1.95
21,D2,08/11/2025,12:00,Bielefeld,Karlsruhe,2.34,3.9,3.05,1.58,2.58,-0.25,2.04,1.91
22,D2,08/11/2025,12:00,Hannover,Darmstadt,2.06,3.65,3.95,1.67,2.34,-0.5,2.06,1.92
23,D2,08/11/2025,12:00,Schalke 04,Elversberg,2.34,3.45,3.4,1.84,2.08,-0.25,2.01,1.94
24,D2,08/11/2025,19:30,Kaiserslautern,Hertha,2.32,3.85,3.05,1.57,2.56,-0.25,2.02,1.91
28,E0,08/11/2025,12:30,Tottenham,Man United,2.82,3.65,2.66,1.72,2.36,0.0,2.05,1.93
29,E0,08/11/2025,15:00,Everton,Fulham,2.32,3.4,3.55,2.26,1.78,-0.25,1.96,2.03
30,E0,08/11/2025,15:00,West Ham,Burnley,1.98,3.7,4.4,2.12,1.86,-0.5,1.99,2.0
31,E0,08/11/2025,17:30,Sunderland,Arsenal,9.2,5.1,1.42,2.16,1.84,1.25,1.94,2.01
32,E0,08/11/2025,20:00,Chelsea,Wolves,1.39,5.5,9.4,1.71,2.38,-1.25,1.86,2.13
39,E1,08/11/2025,12:30,Blackburn,Derby,2.06,3.4,4.3,2.44,1.66,-0.5,2.07,1.92
40,E1,08/11/2025,12:30,Hull,Portsmouth,2.14,3.7,3.65,1.94,2.02,-0.25,1.85,2.14
41,E1,08/11/2025,12:30,Millwall,Preston,2.32,3.35,3.55,2.42,1.66,-0.25,1.97,1.98
42,E1,08/11/2025,15:00,Middlesbrough,Birmingham,2.78,3.3,2.88,2.44,1.68,0.0,1.94,2.0
43,E1,08/11/2025,15:00,Norwich,Leicester,3.1,3.65,2.4,1.89,2.08,0.25,1.88,2.07
44,E1,08/11/2025,15:00,Sheffield United,QPR,2.14,3.6,3.85,2.0,1.94,-0.5,2.14,1.86
45,E1,08/11/2025,15:00,Southampton,Sheffield Weds,1.48,5.0,7.8,1.75,2.28,-1.25,2.01,1.92
46,E1,08/11/2025,15:00,Stoke,Coventry,3.1,3.7,2.42,1.87,2.1,0.25,1.88,2.09
47,E1,08/11/2025,15:00,Swansea,Ipswich,3.75,3.6,2.16,2.12,1.83,0.5,1.84,2.16
48,E1,08/11/2025,15:00,West Brom,Oxford,1.8,3.8,5.2,2.18,1.78,-0.75,2.05,1.91
49,E1,08/11/2025,15:00,Wrexham,Charlton,2.32,3.4,3.5,2.22,1.77,-0.25,1.98,1.98
50,E2,08/11/2025,12:30,Northampton,Mansfield,3.35,3.45,2.36,2.36,1.66,0.25,1.94,2.03
51,E2,08/11/2025,12:30,Wycombe,Leyton Orient,1.89,3.9,4.4,1.9,1.98,-0.5,1.89,2.09
52,E2,08/11/2025,15:00,Blackpool,Cardiff,3.6,3.6,2.16,1.92,1.9,0.5,1.81,2.16
53,E2,08/11/2025,15:00,Bolton,Port Vale,1.72,3.75,5.2,2.0,1.97,-0.75,1.92,1.97
54,E2,08/11/2025,15:00,Bradford,Burton,1.7,3.95,5.1,1.83,2.08,-0.75,1.9,2.02
55,E2,08/11/2025,15:00,Doncaster,Barnsley,2.28,3.6,3.1,1.75,2.14,-0.25,1.99,1.92
56,E2,08/11/2025,15:00,Exeter,Wigan,2.96,3.2,2.58,2.26,1.65,0.25,1.6,2.19
57,E2,08/11/2025,15:00,Huddersfield,Plymouth,1.89,3.8,4.0,1.78,2.1,-0.5,1.89,2.04
58,E2,08/11/2025,15:00,Peterboro,AFC Wimbledon,2.62,3.25,2.98,2.24,1.71,0.0,1.85,2.1
59,E2,08/11/2025,15:00,Rotherham,Lincoln,3.5,3.45,2.16,2.12,1.75,0.25,2.04,1.86
60,E2,08/11/2025,15:00,Stockport,Luton,2.1,3.35,3.8,2.12,1.71,-0.25,1.83,2.11
61,E3,08/11/2025,12:30,Colchester,Bromley,2.16,3.45,3.35,1.92,1.99,-0.25,1.87,1.98
62,E3,08/11/2025,12:30,Crewe,Shrewsbury,2.06,3.15,4.0,2.2,1.68,-0.5,2.06,1.87
63,E3,08/11/2025,15:00,Barnet,Milton Keynes Dons,2.28,3.55,3.15,1.96,1.91,-0.25,1.99,1.93
64,E3,08/11/2025,15:00,Barrow,Grimsby,3.75,3.45,2.1,2.04,1.88,0.5,1.86,2.11
65,E3,08/11/2025,15:00,Bristol Rvs,Gillingham,2.66,3.25,2.78,2.08,1.84,0.0,1.9,1.96
66,E3,08/11/2025,15:00,Chesterfield,Accrington,1.68,3.85,5.2,2.02,1.89,-0.75,1.87,1.98
67,E3,08/11/2025,15:00,Crawley Town,Fleetwood Town,2.3,3.55,3.1,1.74,2.12,-0.25,2.01,1.9
68,E3,08/11/2025,15:00,Harrogate,Oldham,3.75,3.2,2.2,2.1,1.81,0.25,2.05,1.87
69,E3,08/11/2025,15:00,Newport County,Walsall,4.3,3.55,1.92,2.02,1.78,0.5,2.0,1.92
70,E3,08/11/2025,15:00,Salford,Cambridge,2.24,3.25,3.3,2.12,1.67,-0.25,1.92,1.92
71,E3,08/11/2025,15:00,Swindon,Tranmere,1.77,4.0,4.7,1.73,2.14,-0.75,1.98,1.95
73,EC,08/11/2025,12:30,Aldershot,Forest Green,4.2,4.1,1.74,1.6,2.36,0.5,2.19,1.74
74,EC,08/11/2025,15:00,Boston Utd,Rochdale,4.4,4.0,1.75,1.79,2.04,0.75,1.91,1.97
75,EC,08/11/2025,15:00,Brackley Town,Boreham Wood,4.0,3.5,2.08,0.0,0.0,0.5,0.0,0.0
76,EC,08/11/2025,15:00,Eastleigh,York,5.0,3.9,1.64,1.74,1.99,0.75,1.93,1.79
77,EC,08/11/2025,15:00,Gateshead,Solihull,2.6,3.6,2.58,1.68,2.18,0.0,1.94,1.93
78,EC,08/11/2025,15:00,Halifax,Hartlepool,2.28,3.4,2.98,1.81,2.02,-0.25,1.97,1.82
79,EC,08/11/2025,15:00,Morecambe,Sutton,2.34,3.4,2.72,1.55,2.44,-0.25,2.05,1.77
80,EC,08/11/2025,15:00,Scunthorpe,Yeovil,1.67,3.7,5.1,1.86,1.94,-0.75,1.87,1.92
81,EC,08/11/2025,15:00,Tamworth,Woking,1.97,3.55,3.8,1.8,1.87,-0.5,1.97,1.84
82,EC,08/11/2025,15:00,Truro,Altrincham,2.44,3.55,2.8,0.0,0.0,0.0,0.0,0.0
83,EC,08/11/2025,15:00,Wealdstone,Braintree Town,1.9,4.1,3.9,1.51,2.44,-0.75,2.1,1.81
84,EC,08/11/2025,17:30,Southend,Carlisle,2.28,3.45,3.25,1.69,2.0,-0.25,1.95,1.94
86,F1,08/11/2025,16:00,Marseille,Brest,1.48,4.9,7.2,1.72,2.3,-1.25,2.06,1.88
87,F1,08/11/2025,18:00,Le Havre,Nantes,1.95,3.5,4.9,2.28,1.72,-0.5,1.95,2.04
88,F1,08/11/2025,20:05,Monaco,Lens,2.18,3.9,3.4,1.58,2.56,-0.25,1.9,2.06
100,F2,08/11/2025,13:00,Guingamp,Pau FC,2.14,3.4,3.45,1.98,1.87,-0.25,1.85,2.01
101,F2,08/11/2025,13:00,Le Mans,Red Star,2.4,3.1,3.3,2.32,1.65,-0.25,2.04,1.84
102,F2,08/11/2025,19:00,Troyes,St Etienne,2.4,3.45,3.0,1.83,2.02,-0.25,2.07,1.83
