,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,B1,09/03/2025,12:30,Cercle Brugge,Club Brugge,4.7,3.75,1.82,1.95,1.94,0.75,1.86,2.06
6,B1,09/03/2025,15:00,Westerlo,Anderlecht,1.09,3.65,2.3,1.68,1.98,0.25,1.87,1.99
7,B1,09/03/2025,17:30,Antwerp,Gent,2.3,3.55,3.25,1.79,2.1,-0.25,0.0,0.0
8,B1,09/03/2025,18:15,St. Gilloise,Standard,1.4,5.4,7.6,1.65,2.0,-1.5,0.0,0.0
16,D1,09/03/2025,14:30,Ein Frankfurt,Union Berlin,1.78,4.1,4.9,1.71,2.32,-0.75,1.98,1.97
17,D1,09/03/2025,16:30,Hoffenheim,Heidenheim,1.81,4.1,4.5,1.71,2.32,-0.75,2.04,1.9
24,D2,09/03/2025,12:30,Hannover,Braunschweig,1.64,4.0,6.0,1.8,2.08,-0.75,1.81,2.09
25,D2,09/03/2025,12:30,Preußen Münster,Nurnberg,2.92,3.35,2.34,1.93,1.83,0.0,2.04,1.65
26,D2,09/03/2025,12:30,Regensburg,Paderborn,5.0,3.95,1.75,1.84,2.04,0.75,1.97,1.95
33,E0,09/03/2025,14:00,Chelsea,Leicester,1.22,8.8,14.0,1.38,3.45,-2.0,1.99,1.97
34,E0,09/03/2025,14:00,Tottenham,Bournemouth,2.84,4.0,2.46,1.44,3.1,0.0,2.14,1.85
35,E0,09/03/2025,16:30,Man United,Arsenal,6.0,3.7,1.76,2.3,1.76,0.75,2.0,1.98
48,E1,09/03/2025,12:00,Portsmouth,Leeds,7.8,5.1,1.45,1.77,2.16,1.25,1.97,1.95
89,F1,09/03/2025,14:00,Brest,Angers,1.89,3.85,4.7,2.06,1.89,-0.75,2.01,1.93
90,F1,09/03/2025,16:15,Le Havre,St Etienne,2.26,3.55,2.8,1.84,2.14,-0.25,2.08,1.89
91,F1,09/03/2025,16:15,Nantes,Strasbourg,2.46,3.35,2.64,2.04,1.83,0.0,1.89,1.97
92,F1,09/03/2025,16:15,Reims,Auxerre,2.32,3.4,2.94,2.06,1.86,-0.25,2.17,1.8
93,F1,09/03/2025,19:45,Nice,Lyon,2.12,3.8,3.8,1.66,2.38,-0.5,2.1,1.87
103,G1,09/03/2025,17:00,Aris,AEK,5.2,3.55,1.71,2.16,1.72,0.75,1.91,1.88
104,G1,09/03/2025,17:00,Asteras Tripolis,Panserraikos,1.82,3.05,1.04,2.02,1.62,-0.75,2.02,1.74
105,G1,09/03/2025,17:00,Athens Kallithea,PAOK,1.04,1.01,1.39,1.7,1.87,1.25,1.74,1.85
106,G1,09/03/2025,17:00,Atromitos,Panathinaikos,4.0,1.09,1.81,2.2,1.5,0.5,2.02,1.81
107,G1,09/03/2025,17:00,Lamia,Volos NFC,6.0,3.6,1.65,2.24,1.57,0.75,1.95,1.85
108,G1,09/03/2025,17:00,Olympiakos,OFI Crete,1.24,6.2,4.1,1.43,2.34,-1.75,1.67,1.92
109,G1,09/03/2025,17:00,Panetolikos,Levadeiakos,2.06,3.0,3.8,2.6,1.35,-0.25,1.76,1.99
115,I1,09/03/2025,11:30,Verona,Bologna,5.7,3.55,1.83,2.34,1.71,0.75,1.89,2.09
116,I1,09/03/2025,14:00,Napoli,Fiorentina,1.59,4.2,7.0,2.16,1.82,-1.0,2.04,1.92
117,I1,09/03/2025,17:00,Empoli,Roma,4.2,3.5,2.04,2.08,1.86,0.5,1.93,2.04
118,I1,09/03/2025,19:45,Juventus,Atalanta,2.68,3.3,3.0,2.12,1.87,0.0,1.86,2.1
127,I2,09/03/2025,14:00,Sassuolo,Bari,1.65,3.7,5.2,1.94,1.89,-0.75,1.81,2.12
128,I2,09/03/2025,14:00,Spezia,Pisa,1.93,3.2,4.6,2.38,1.6,-0.5,1.93,1.92
129,I2,09/03/2025,16:15,Cittadella,Sudtirol,2.6,1.01,2.98,2.42,1.45,0.0,1.82,1.94
133,N1,09/03/2025,11:15,Willem II,Utrecht,4.2,3.45,2.0,1.91,1.81,0.5,1.92,2.0
134,N1,09/03/2025,13:30,Nijmegen,Go Ahead Eagles,2.18,3.45,3.35,1.64,1.97,-0.25,1.88,1.92
135,N1,09/03/2025,13:30,Zwolle,Ajax,6.0,4.4,1.61,1.7,2.22,1.0,1.86,2.03
136,N1,09/03/2025,15:45,Twente,Almere City,1.3,5.8,1.26,1.54,2.16,-1.5,0.0,0.0
142,P1,09/03/2025,15:30,Santa Clara,Moreirense,2.02,3.05,4.7,2.78,1.47,-0.5,2.02,1.87
143,P1,09/03/2025,18:00,Casa Pia,Sp Lisbon,6.4,4.9,1.55,1.83,2.04,1.0,0.0,0.0
144,P1,09/03/2025,20:30,Boavista,Guimaraes,5.7,3.7,1.67,2.12,1.56,0.75,0.0,0.0
163,SP1,09/03/2025,13:00,Getafe,Ath Madrid,5.0,3.15,2.04,2.92,1.51,0.5,1.94,2.04
164,SP1,09/03/2025,15:15,Real Madrid,Vallecano,1.3,6.8,11.5,1.6,2.6,-1.5,1.75,2.12
165,SP1,09/03/2025,17:30,Ath Bilbao,Mallorca,1.65,3.8,6.6,2.24,1.74,-0.75,1.84,2.12
166,SP1,09/03/2025,17:30,Betis,Las Palmas,1.48,4.9,7.8,1.73,2.28,-1.25,2.01,1.9
167,SP1,09/03/2025,20:00,Sociedad,Sevilla,2.3,3.25,3.75,2.56,1.62,-0.25,1.96,2.01
175,SP2,09/03/2025,13:00,Tenerife,Huesca,2.44,2.98,3.75,3.1,1.42,-0.25,2.03,1.93
176,SP2,09/03/2025,15:15,Malaga,Cadiz,2.74,2.6,3.0,2.4,1.53,0.0,1.84,2.0
177,SP2,09/03/2025,17:30,Levante,Cartagena,1.04,3.7,10.5,1.65,2.06,-1.5,0.0,0.0
178,SP2,09/03/2025,20:00,Granada,Ferrol,1.55,3.85,1.09,2.16,1.74,-1.0,0.0,0.0
184,T1,09/03/2025,10:30,Sivasspor,Goztep,4.0,3.35,2.06,2.16,1.78,0.5,1.86,2.06
185,T1,09/03/2025,13:00,Eyupspor,Konyaspor,2.12,3.25,3.8,2.08,1.78,-0.25,1.81,2.04
186,T1,09/03/2025,13:00,Samsunspor,Ad. Demirspor,1.09,6.6,1.04,1.46,2.28,-1.75,1.81,1.75
187,T1,09/03/2025,17:30,Alanyaspor,Galatasaray,5.0,5.0,1.63,1.51,2.48,0.75,0.0,0.0
