,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
6,B1,30/11/2025,12:30,Club Brugge,Antwerp,1.41,5.2,9.4,1.58,2.44,-1.5,2.12,1.77
7,B1,30/11/2025,15:00,Genk,Oud-Heverlee Leuven,1.55,5.2,5.5,1.68,2.02,-1.0,1.82,1.86
8,B1,30/11/2025,17:30,Anderlecht,St. Gilloise,3.0,3.1,2.32,1.8,1.92,0.25,1.74,1.97
9,B1,30/11/2025,18:15,Gent,St Truiden,2.24,3.5,3.3,1.66,2.1,-0.25,1.95,1.92
16,D1,30/11/2025,14:30,Hamburg,Stuttgart,3.3,3.9,2.22,1.6,2.58,0.25,2.02,1.93
17,D1,30/11/2025,16:30,Ein Frankfurt,Wolfsburg,1.82,4.2,4.5,1.54,2.74,-0.75,2.02,1.94
18,D1,30/11/2025,18:30,Freiburg,Mainz,1.97,3.6,4.4,2.04,1.9,-0.5,1.97,2.01
25,D2,30/11/2025,12:30,Bielefeld,Preußen Münster,1.87,3.8,4.2,1.01,1.25,-0.5,0.0,0.0
26,D2,30/11/2025,12:30,Dresden,Fortuna Dusseldorf,2.38,3.7,2.86,1.53,2.36,0.0,0.0,0.0
27,D2,30/11/2025,12:30,Elversberg,Darmstadt,2.14,3.85,3.25,1.69,2.28,-0.25,0.0,0.0
33,E0,30/11/2025,12:00,Crystal Palace,Man United,2.36,3.7,3.2,1.79,2.2,-0.25,2.04,1.93
34,E0,30/11/2025,14:05,Aston Villa,Wolves,1.51,4.8,7.2,1.87,2.1,-1.0,1.85,2.12
35,E0,30/11/2025,14:05,Nott'm Forest,Brighton,2.82,3.5,2.74,1.99,1.97,0.0,2.03,1.95
36,E0,30/11/2025,14:05,West Ham,Liverpool,4.5,4.4,1.79,1.57,2.68,0.75,1.99,1.98
37,E0,30/11/2025,16:30,Chelsea,Arsenal,3.55,3.45,2.3,2.02,1.93,0.25,2.02,1.96
89,F1,30/11/2025,14:00,Strasbourg,Brest,1.84,3.9,4.5,1.8,2.2,-0.75,2.1,1.86
90,F1,30/11/2025,16:15,Angers,Lens,5.1,3.85,1.8,1.96,1.98,0.75,1.91,2.03
91,F1,30/11/2025,16:15,Le Havre,Lille,4.6,3.75,1.9,1.96,1.97,0.5,2.08,1.9
92,F1,30/11/2025,16:15,Lorient,Nice,2.52,3.5,3.1,1.9,2.06,-0.25,2.16,1.84
93,F1,30/11/2025,19:45,Lyon,Nantes,1.49,4.8,7.8,1.74,2.24,-1.25,2.03,1.89
97,G1,30/11/2025,15:00,Atromitos,Asteras Tripolis,2.12,2.98,3.3,2.08,1.55,-0.25,0.0,0.0
98,G1,30/11/2025,15:00,Panetolikos,Olympiakos,10.0,5.8,1.27,1.63,2.26,1.75,0.0,0.0
99,G1,30/11/2025,17:00,Levadeiakos,PAOK,4.6,3.8,1.52,1.01,1.9,0.5,0.0,0.0
100,G1,30/11/2025,19:00,Panathinaikos,AEK Athens,2.6,3.15,2.8,1.96,1.68,0.0,0.0,0.0
106,I1,30/11/2025,11:30,Lecce,Torino,3.2,3.0,2.74,2.8,1.52,0.0,2.16,1.83
107,I1,30/11/2025,14:00,Pisa,Inter,10.5,5.8,1.34,1.81,2.18,1.5,1.92,2.03
108,I1,30/11/2025,17:00,Atalanta,Fiorentina,1.75,3.95,5.4,1.94,2.02,-0.75,1.96,1.99
109,I1,30/11/2025,19:45,Roma,Napoli,2.78,3.0,3.2,2.6,1.59,0.0,1.85,2.13
119,I2,30/11/2025,14:00,Juve Stabia,Monza,3.65,2.88,2.36,0.0,0.0,0.25,0.0,0.0
120,I2,30/11/2025,16:15,Spezia,Sampdoria,2.38,3.05,3.25,2.34,1.62,-0.25,2.01,1.81
125,N1,30/11/2025,11:15,PSV Eindhoven,Volendam,1.11,12.5,25.0,1.17,5.6,-2.75,0.0,0.0
126,N1,30/11/2025,13:30,Go Ahead Eagles,Utrecht,2.98,3.65,2.54,1.67,2.32,0.25,0.0,0.0
127,N1,30/11/2025,13:30,Telstar,Feyenoord,7.4,5.2,1.46,1.47,2.92,1.25,0.0,0.0
128,N1,30/11/2025,15:45,Twente,AZ Alkmaar,2.34,3.7,3.1,1.6,2.42,-0.25,0.0,0.0
129,N1,30/11/2025,19:00,Ajax,Groningen,1.76,4.2,4.9,1.7,2.24,-0.75,0.0,0.0
