,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,B1,01/02/2025,15:00,Charleroi,Dender,1.76,3.75,5.2,2.0,1.82,-0.75,1.96,1.9
3,B1,01/02/2025,17:15,Cercle Brugge,Standard,1.87,3.45,5.4,2.18,1.67,-0.5,1.87,2.11
4,B1,01/02/2025,19:45,Genk,Beerschot VA,1.28,6.4,12.0,1.46,2.88,-1.75,1.93,1.91
10,D1,01/02/2025,14:30,Bayern Munich,Holstein Kiel,1.07,19.5,48.0,1.16,5.9,-3.25,1.9,2.02
11,D1,01/02/2025,14:30,Bochum,Freiburg,2.92,3.55,2.6,1.84,2.12,0.0,2.12,1.87
12,D1,01/02/2025,14:30,Heidenheim,Dortmund,4.6,4.2,1.81,1.61,2.56,0.75,1.94,2.02
13,D1,01/02/2025,14:30,St Pauli,Augsburg,2.42,3.3,3.4,2.3,1.72,-0.25,2.05,1.92
14,D1,01/02/2025,14:30,Stuttgart,M'gladbach,1.62,4.8,5.5,1.46,3.05,-1.0,1.95,1.99
15,D1,01/02/2025,17:30,Union Berlin,RB Leipzig,3.25,3.6,2.36,1.81,2.18,0.25,1.93,2.04
20,D2,01/02/2025,12:00,Braunschweig,FC Koln,5.2,4.1,1.72,1.78,2.14,0.75,2.01,1.91
21,D2,01/02/2025,12:00,Fortuna Dusseldorf,Ulm,1.75,3.95,5.2,1.81,2.16,-0.75,1.93,1.95
22,D2,01/02/2025,12:00,Regensburg,Hertha,4.3,3.9,1.84,1.74,2.18,0.5,2.09,1.84
23,D2,01/02/2025,19:30,Schalke 04,Magdeburg,2.38,3.65,3.1,1.52,2.62,-0.25,2.06,1.89
27,E0,01/02/2025,12:30,Nott'm Forest,Brighton,2.56,3.55,3.05,2.02,1.95,-0.25,2.19,1.83
28,E0,01/02/2025,15:00,Bournemouth,Liverpool,4.8,4.6,1.72,1.51,2.9,0.75,2.08,1.9
29,E0,01/02/2025,15:00,Everton,Leicester,1.85,3.8,5.0,2.1,1.88,-0.75,2.09,1.88
30,E0,01/02/2025,15:00,Ipswich,Southampton,2.06,3.7,4.0,1.8,2.2,-0.5,2.06,1.92
31,E0,01/02/2025,15:00,Newcastle,Fulham,1.78,4.0,5.0,1.7,2.4,-0.75,1.98,1.98
32,E0,01/02/2025,17:30,Wolves,Aston Villa,3.55,3.75,2.18,1.75,2.28,0.25,2.06,1.92
38,E1,01/02/2025,12:30,Oxford,Bristol City,3.4,3.25,2.42,2.3,1.7,0.25,1.92,2.06
39,E1,01/02/2025,12:30,Plymouth,West Brom,5.3,4.0,1.75,1.95,2.0,0.75,1.99,1.96
40,E1,01/02/2025,12:30,Watford,Norwich,2.76,3.5,2.76,1.94,1.99,0.0,1.98,1.97
41,E1,01/02/2025,15:00,Derby,Sheffield United,3.75,3.3,2.26,2.32,1.69,0.25,2.06,1.92
42,E1,01/02/2025,15:00,Hull,Stoke,1.97,3.6,4.5,2.1,1.83,-0.5,1.97,2.01
43,E1,01/02/2025,15:00,Leeds,Cardiff,1.31,5.9,13.0,1.79,2.16,-1.5,1.95,1.96
44,E1,01/02/2025,15:00,Millwall,QPR,2.4,3.05,3.8,2.88,1.51,-0.25,2.01,1.97
45,E1,01/02/2025,15:00,Portsmouth,Burnley,5.2,3.65,1.81,2.28,1.74,0.75,1.87,2.07
46,E1,01/02/2025,15:00,Sheffield Weds,Luton,2.16,3.4,3.9,2.24,1.76,-0.25,1.84,2.15
47,E1,01/02/2025,15:00,Swansea,Coventry,2.68,3.55,2.82,2.0,1.89,0.0,1.93,2.03
49,E2,01/02/2025,12:30,Barnsley,Burton,1.65,4.2,5.7,1.7,2.22,-1.0,2.1,1.76
50,E2,01/02/2025,12:30,Stevenage,Exeter,1.66,3.85,6.0,2.2,1.71,-0.75,1.83,2.05
51,E2,01/02/2025,15:00,Birmingham,Rotherham,1.58,4.0,6.8,1.94,1.8,-1.0,1.92,1.86
52,E2,01/02/2025,15:00,Blackpool,Charlton,2.52,3.25,3.25,2.2,1.69,-0.25,2.14,1.85
53,E2,01/02/2025,15:00,Cambridge,Wycombe,4.4,3.6,1.92,1.84,1.93,0.5,2.02,1.92
54,E2,01/02/2025,15:00,Crawley Town,Wrexham,4.2,3.7,1.88,1.9,1.92,0.5,2.05,1.88
55,E2,01/02/2025,15:00,Leyton Orient,Stockport,2.78,3.3,2.94,2.24,1.62,0.0,1.93,2.05
56,E2,01/02/2025,15:00,Northampton,Huddersfield,4.9,3.75,1.82,1.87,1.96,0.75,1.89,2.04
57,E2,01/02/2025,15:00,Reading,Bolton,3.55,3.95,2.08,1.69,2.24,0.5,1.9,2.08
58,E2,01/02/2025,15:00,Shrewsbury,Mansfield,3.3,3.25,2.46,2.08,1.72,0.25,1.85,2.08
59,E2,01/02/2025,15:00,Wigan,Lincoln,2.72,3.0,2.92,2.68,1.47,0.0,1.86,1.94
61,E3,01/02/2025,12:30,Cheltenham,Chesterfield,3.05,3.4,2.42,1.72,1.9,0.25,1.89,2.06
62,E3,01/02/2025,12:30,Gillingham,Notts County,3.6,3.6,2.18,2.04,1.8,0.25,2.1,1.88
63,E3,01/02/2025,15:00,AFC Wimbledon,Bradford,2.34,3.15,3.6,2.3,1.56,-0.25,1.97,1.97
64,E3,01/02/2025,15:00,Bromley,Grimsby,2.1,3.1,4.0,1.85,1.86,-0.5,2.1,1.78
65,E3,01/02/2025,15:00,Carlisle,Swindon,2.8,3.25,2.88,2.04,1.77,0.0,1.95,2.02
66,E3,01/02/2025,15:00,Doncaster,Milton Keynes Dons,1.7,3.7,4.6,1.77,2.0,-0.75,1.88,1.91
67,E3,01/02/2025,15:00,Harrogate,Crewe,3.15,3.3,2.48,2.24,1.66,0.25,1.84,2.13
68,E3,01/02/2025,15:00,Morecambe,Fleetwood Town,3.5,3.35,2.3,2.04,1.75,0.25,2.0,1.96
69,E3,01/02/2025,15:00,Newport County,Barrow,3.4,3.3,2.32,2.06,1.76,0.25,1.92,1.97
70,E3,01/02/2025,15:00,Port Vale,Accrington,1.84,3.6,4.3,1.98,1.87,-0.5,1.84,2.03
71,E3,01/02/2025,15:00,Tranmere,Colchester,3.15,3.25,2.52,2.28,1.65,0.25,1.83,2.14
72,E3,01/02/2025,15:00,Walsall,Salford,1.88,3.35,4.5,2.02,1.76,-0.5,1.88,2.06
73,EC,01/02/2025,15:00,Braintree Town,Hartlepool,3.25,3.25,2.2,2.04,1.78,0.25,1.76,1.91
74,EC,01/02/2025,15:00,Fylde,Oldham,4.6,3.6,1.69,1.71,2.12,0.75,1.91,1.88
75,EC,01/02/2025,15:00,Halifax,Ebbsfleet,1.34,5.0,9.2,1.71,2.06,-1.5,1.99,1.74
76,EC,01/02/2025,15:00,Tamworth,Barnet,1.09,4.2,1.41,1.66,2.14,1.0,1.81,1.9
77,EC,01/02/2025,15:00,Wealdstone,Solihull,2.64,3.5,2.38,1.76,2.04,0.25,1.72,2.07
78,EC,01/02/2025,15:00,York,Dag and Red,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0
80,F1,01/02/2025,16:00,Brest,Paris SG,7.2,5.0,1.49,1.59,2.58,1.25,1.96,2.0
81,F1,01/02/2025,18:00,Monaco,Auxerre,1.37,5.9,9.0,1.49,2.88,-1.5,1.99,1.9
82,F1,01/02/2025,20:05,Lille,St Etienne,1.45,5.0,8.8,1.85,2.12,-1.25,1.97,1.96
94,F2,01/02/2025,13:00,Red Star,Lorient,4.2,3.65,1.75,1.75,2.02,0.75,1.83,1.97
95,F2,01/02/2025,13:00,Troyes,Caen,2.08,3.35,3.75,2.04,1.84,-0.5,2.08,1.84
96,F2,01/02/2025,19:00,Guingamp,Paris FC,2.84,3.0,2.7,2.16,1.69,0.0,1.95,1.84
97,G1,01/02/2025,16:00,Panathinaikos,OFI Crete,1.3,5.1,9.4,1.7,2.18,-1.5,1.86,1.85
98,G1,01/02/2025,17:30,Panserraikos,Volos NFC,2.18,3.2,3.7,2.2,1.67,-0.25,1.84,2.01
