,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
36,E0,19/01/2026,20:00,Brighton,Bournemouth,1.94,4.1,4.0,1.53,2.78,-0.5,1.94,2.04
102,F2,19/01/2026,19:45,Nancy,Guingamp,2.56,2.82,2.74,0.0,0.0,0.0,0.0,0.0
107,G1,19/01/2026,16:00,Panetolikos,Levadeiakos,4.9,3.4,1.78,2.0,1.73,0.5,2.06,1.78
108,G1,19/01/2026,18:00,Volos NFC,Atromitos,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0
117,I1,19/01/2026,17:30,Cremonese,Verona,2.64,2.98,3.3,2.42,1.63,-0.25,2.2,1.77
118,I1,19/01/2026,19:45,Lazio,Como,2.84,2.96,3.15,2.42,1.63,0.0,1.94,2.04
146,P1,19/01/2026,20:15,Estrela,Estoril,2.94,3.35,2.72,1.87,1.96,0.0,0.0,0.0
158,SP1,19/01/2026,20:00,Elche,Sevilla,2.34,3.4,3.45,2.28,1.76,-0.25,2.0,1.97
169,SP2,19/01/2026,19:30,Granada,Eibar,2.32,2.96,3.5,0.0,0.0,-0.25,0.0,0.0
176,T1,19/01/2026,14:00,Konyaspor,Eyupspor,1.56,4.1,6.2,0.0,0.0,-1.0,0.0,0.0
177,T1,19/01/2026,17:00,Besiktas,Kayserispor,1.44,5.9,7.0,0.0,0.0,-1.25,0.0,0.0
178,T1,19/01/2026,17:00,Goztep,Rizespor,1.91,3.35,4.9,0.0,0.0,-0.5,0.0,0.0
