,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
4,SP2,01/06/2025,15:15,Huesca,Eldense,2.26,3.1,4.0,2.14,1.84,-0.25,0.0,0.0
5,SP2,01/06/2025,17:30,Almeria,Tenerife,1.27,6.4,12.0,1.47,2.54,-1.75,0.0,0.0
6,SP2,01/06/2025,17:30,Cartagena,Mirandes,12.0,6.8,1.26,1.63,2.34,1.75,0.0,0.0
7,SP2,01/06/2025,17:30,La Coruna,Elche,5.7,4.6,1.62,1.54,2.56,1.25,0.0,0.0
8,SP2,01/06/2025,17:30,Levante,Eibar,1.61,4.5,6.0,1.64,2.32,-1.0,0.0,0.0
9,SP2,01/06/2025,17:30,Oviedo,Cadiz,1.74,2.98,7.6,2.48,1.53,-0.75,0.0,0.0
10,SP2,01/06/2025,17:30,Santander,Granada,2.8,3.85,2.52,1.53,2.36,0.0,0.0,0.0
11,SP2,01/06/2025,20:00,Cordoba,Albacete,1.67,4.1,5.6,1.48,2.58,-1.0,0.0,0.0
19,T1,01/06/2025,17:00,Bodrumspor,Besiktas,4.3,4.2,1.8,1.6,2.2,0.75,1.86,2.03
20,T1,01/06/2025,17:00,Samsunspor,Kayserispor,1.74,2.88,5.0,1.5,2.14,-0.75,0.0,0.0
