,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,B1,28/09/2025,12:30,St Truiden,Genk,3.2,3.65,2.22,1.7,2.22,0.25,1.93,1.92
6,B1,28/09/2025,15:00,Cercle Brugge,Gent,2.24,3.6,3.5,1.71,2.16,-0.25,0.0,0.0
7,B1,28/09/2025,17:30,Charleroi,Mechelen,2.06,3.6,4.1,1.67,2.22,-0.5,0.0,0.0
8,B1,28/09/2025,18:15,Dender,RAAL La Louviere,2.56,3.05,3.1,1.97,1.67,-0.25,0.0,0.0
15,D1,28/09/2025,14:30,Freiburg,Hoffenheim,2.32,3.65,3.25,1.65,2.44,-0.25,2.01,1.95
16,D1,28/09/2025,16:30,FC Koln,Stuttgart,2.98,3.8,2.46,1.59,2.6,0.25,1.86,2.13
17,D1,28/09/2025,18:30,Union Berlin,Hamburg,2.02,3.65,4.1,1.84,2.12,-0.5,2.02,1.96
24,D2,28/09/2025,12:30,Hannover,Bielefeld,1.87,4.1,4.2,1.58,2.52,-0.5,1.87,2.11
25,D2,28/09/2025,12:30,Nurnberg,Hertha,2.26,3.7,3.2,1.7,2.26,-0.25,1.98,1.95
26,D2,28/09/2025,12:30,Preußen Münster,Braunschweig,1.88,3.5,3.8,1.7,2.24,-0.5,1.88,1.82
34,E0,28/09/2025,14:00,Aston Villa,Fulham,2.38,3.25,3.6,2.28,1.77,-0.25,2.02,1.96
35,E0,28/09/2025,16:30,Newcastle,Arsenal,3.75,3.45,2.24,2.28,1.77,0.25,2.07,1.91
89,F1,28/09/2025,14:00,Nice,Paris FC,1.93,4.0,4.1,1.64,2.44,-0.5,1.93,2.04
90,F1,28/09/2025,16:15,Angers,Brest,3.2,3.45,2.46,2.04,1.88,0.25,1.88,2.1
91,F1,28/09/2025,16:15,Lille,Lyon,2.3,3.55,3.35,1.81,2.12,-0.25,1.98,1.95
92,F1,28/09/2025,16:15,Metz,Le Havre,2.8,3.5,2.74,2.04,1.91,0.0,2.0,1.95
93,F1,28/09/2025,19:45,Rennes,Lens,2.6,3.65,2.82,1.78,2.18,0.0,1.88,2.07
105,G1,28/09/2025,15:00,AEK,Volos NFC,1.24,6.4,14.5,1.67,2.18,-1.75,1.95,1.86
106,G1,28/09/2025,17:00,OFI Crete,Kifisia,1.95,3.45,4.2,2.02,1.25,-0.5,1.95,1.9
107,G1,28/09/2025,18:30,Asteras Tripolis,PAOK,6.0,3.85,1.22,1.83,1.76,1.0,1.75,1.85
108,G1,28/09/2025,19:00,Panetolikos,Panathinaikos,7.6,4.3,1.5,2.14,1.72,1.0,2.12,1.8
113,I1,28/09/2025,11:30,Sassuolo,Udinese,2.46,3.3,3.4,2.18,1.8,-0.25,2.08,1.9
114,I1,28/09/2025,14:00,Roma,Verona,1.47,4.5,9.2,2.16,1.81,-1.25,2.12,1.85
115,I1,28/09/2025,14:00,Pisa,Fiorentina,3.7,3.35,2.28,2.36,1.68,0.25,2.02,1.93
116,I1,28/09/2025,17:00,Lecce,Bologna,4.5,3.15,2.1,2.72,1.56,0.5,1.87,2.1
117,I1,28/09/2025,19:45,Milan,Napoli,2.48,3.25,3.4,2.28,1.74,-0.25,2.1,1.89
128,I2,28/09/2025,16:15,Modena,Pescara,1.6,3.95,6.2,1.9,1.74,-0.75,0.0,0.0
129,I2,28/09/2025,18:30,Empoli,Carrarese,2.04,2.9,3.3,2.18,1.58,-0.25,0.0,0.0
135,N1,28/09/2025,11:15,Nijmegen,AZ Alkmaar,3.1,4.3,2.16,1.48,2.84,0.25,2.01,1.91
136,N1,28/09/2025,13:30,Groningen,Feyenoord,5.0,4.1,1.75,1.71,2.22,0.75,1.96,1.95
137,N1,28/09/2025,13:30,Utrecht,Heerenveen,1.89,3.95,4.4,1.78,2.22,-0.5,1.89,2.11
138,N1,28/09/2025,15:45,Telstar,Go Ahead Eagles,3.1,3.75,2.32,1.57,2.16,0.25,0.0,0.0
144,P1,28/09/2025,15:30,Alverca,Guimaraes,3.6,3.2,2.32,2.22,1.7,0.25,0.0,0.0
145,P1,28/09/2025,18:00,Sp Braga,Nacional,1.41,4.8,8.8,1.84,2.04,-1.25,0.0,0.0
146,P1,28/09/2025,20:30,Famalicao,Rio Ave,1.82,3.85,5.2,1.86,1.88,-0.5,0.0,0.0
153,SC0,28/09/2025,15:00,Livingston,Rangers,4.7,4.0,1.76,1.73,2.16,0.75,1.95,1.95
174,SP1,28/09/2025,13:00,Vallecano,Sevilla,2.14,3.4,4.1,2.18,1.79,-0.5,2.14,1.87
175,SP1,28/09/2025,15:15,Elche,Celta,2.98,3.2,2.8,2.34,1.72,0.0,2.05,1.93
176,SP1,28/09/2025,17:30,Barcelona,Sociedad,1.3,6.4,12.0,1.37,3.55,-1.75,1.93,1.98
177,SP1,28/09/2025,20:00,Betis,Osasuna,1.82,3.85,5.0,1.97,2.0,-0.75,2.06,1.9
183,SP2,28/09/2025,13:00,Sociedad B,Cordoba,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
184,SP2,28/09/2025,15:15,Burgos,Malaga,2.16,3.05,3.9,2.48,1.42,-0.25,0.0,0.0
185,SP2,28/09/2025,15:15,Cadiz,Ceuta,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0
186,SP2,28/09/2025,17:30,Sp Gijon,Albacete,2.04,3.45,3.85,1.98,1.89,-0.5,0.0,0.0
187,SP2,28/09/2025,17:30,Valladolid,Cultural Leonesa,1.27,4.4,1.04,1.79,1.81,-1.0,0.0,0.0
188,SP2,28/09/2025,20:00,Huesca,Granada,2.3,3.1,3.7,2.38,1.59,-0.25,0.0,0.0
194,T1,28/09/2025,15:00,Konyaspor,Buyuksehyr,2.22,3.3,3.65,2.04,1.82,-0.25,0.0,0.0
