,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,B1,17/01/2025,19:45,Gent,Charleroi,2.28,3.55,3.45,1.96,2.0,-0.25,1.96,2.0
9,D1,17/01/2025,19:30,Ein Frankfurt,Dortmund,2.64,3.8,2.76,1.64,2.52,0.0,1.95,2.03
18,D2,17/01/2025,17:30,Fortuna Dusseldorf,Darmstadt,2.46,3.75,3.0,1.7,2.4,-0.25,2.13,1.86
19,D2,17/01/2025,17:30,Regensburg,Hannover,4.5,3.85,1.89,1.98,2.0,0.75,1.83,2.16
37,E1,17/01/2025,20:00,Burnley,Sunderland,2.3,3.25,3.75,2.84,1.53,-0.25,1.96,2.03
60,E3,17/01/2025,19:45,Harrogate,Cheltenham,3.15,3.35,2.52,2.14,1.83,0.25,1.84,2.16
72,EC,17/01/2025,19:30,Yeovil,Gateshead,3.05,3.75,2.32,1.69,2.28,0.25,1.89,2.02
83,F1,17/01/2025,18:00,Montpellier,Monaco,6.0,4.7,1.6,1.53,2.82,1.0,2.04,1.95
84,F1,17/01/2025,20:05,Lille,Nice,2.12,3.55,3.95,2.02,1.96,-0.5,2.12,1.86
92,F2,17/01/2025,19:00,Ajaccio,Caen,2.62,3.1,3.25,2.46,1.66,-0.25,2.2,1.79
93,F2,17/01/2025,19:00,Amiens,Bastia,3.55,3.1,2.44,2.5,1.65,0.25,1.9,2.07
94,F2,17/01/2025,19:00,Grenoble,Martigues,1.41,5.1,9.6,1.86,2.1,-1.25,1.91,2.02
95,F2,17/01/2025,19:00,Guingamp,Rodez,2.4,3.6,3.2,1.91,2.06,-0.25,2.06,1.9
96,F2,17/01/2025,19:00,Red Star,Pau FC,2.98,3.45,2.62,1.92,2.04,0.0,2.12,1.86
108,I1,17/01/2025,19:45,Roma,Genoa,1.53,4.4,8.0,2.06,1.93,-1.0,1.92,2.05
118,I2,17/01/2025,19:30,Sampdoria,Cesena,2.42,3.05,3.7,2.56,1.62,-0.25,2.04,1.95
137,P1,17/01/2025,20:15,Benfica,Famalicao,1.26,7.2,14.5,1.61,2.58,-1.75,2.02,1.93
147,SC3,17/01/2025,19:45,Clyde,Edinburgh City,1.77,3.5,4.1,1.76,2.02,-0.75,2.04,1.81
150,SP1,17/01/2025,20:00,Espanol,Valladolid,1.86,3.5,5.6,2.46,1.68,-0.75,2.13,1.86
160,SP2,17/01/2025,19:30,Cartagena,Oviedo,6.0,3.6,1.78,2.62,1.6,0.75,1.93,2.03
171,T1,17/01/2025,17:00,Hatayspor,Galatasaray,12.0,6.6,1.29,1.44,3.15,1.75,1.93,2.0
