,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,B1,23/02/2025,12:30,Club Brugge,Standard,1.04,3.55,9.2,1.48,2.22,-1.5,1.76,1.88
6,B1,23/02/2025,15:00,Genk,Gent,1.59,4.5,6.2,1.54,2.08,-1.0,0.0,0.0
7,B1,23/02/2025,17:30,Anderlecht,St. Gilloise,2.82,3.55,2.58,1.9,1.98,0.0,0.0,0.0
8,B1,23/02/2025,18:15,Kortrijk,Cercle Brugge,3.3,3.45,2.3,1.91,1.73,0.25,0.0,0.0
15,D1,23/02/2025,14:30,RB Leipzig,Heidenheim,1.38,5.8,8.8,1.52,2.78,-1.5,1.98,1.94
16,D1,23/02/2025,16:30,Bayern Munich,Ein Frankfurt,1.32,6.8,9.6,1.38,3.5,-1.75,2.0,1.9
17,D1,23/02/2025,18:30,Hoffenheim,Stuttgart,3.65,3.95,2.04,1.53,2.74,0.5,1.94,2.04
24,D2,23/02/2025,12:30,Darmstadt,Schalke 04,2.4,3.8,2.94,1.67,2.3,-0.25,2.09,1.85
25,D2,23/02/2025,12:30,FC Koln,Fortuna Dusseldorf,1.79,1.03,4.1,1.6,2.0,-0.5,1.79,2.0
26,D2,23/02/2025,12:30,Greuther Furth,Braunschweig,2.16,3.55,3.55,1.68,2.04,-0.25,1.88,2.04
35,E0,23/02/2025,14:00,Newcastle,Nott'm Forest,1.86,4.0,4.4,1.71,2.32,-0.75,2.11,1.87
36,E0,23/02/2025,16:30,Man City,Liverpool,3.0,4.1,2.32,1.44,3.1,0.25,1.95,2.04
47,E1,23/02/2025,12:00,Watford,Luton,2.46,3.45,3.2,2.2,1.73,-0.25,2.1,1.87
60,E2,23/02/2025,15:00,Mansfield,Wrexham,3.25,3.35,2.32,2.06,1.77,0.25,0.0,0.0
89,F1,23/02/2025,14:00,Nantes,Lens,3.85,3.55,2.14,2.08,1.84,0.25,2.16,1.85
