,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,B1,17/01/2026,15:00,Waregem,Genk,3.7,3.8,2.1,1.68,2.28,0.5,1.88,2.11
3,B1,17/01/2026,17:15,Westerlo,Cercle Brugge,2.08,3.6,3.65,1.62,2.4,-0.5,2.06,1.81
4,B1,17/01/2026,19:45,St. Gilloise,Mechelen,1.32,6.0,10.5,1.68,2.28,-1.5,1.96,1.93
10,D1,17/01/2026,14:30,Dortmund,St Pauli,1.36,5.7,10.5,1.74,2.28,-1.5,2.0,1.98
11,D1,17/01/2026,14:30,FC Koln,Mainz,2.26,3.65,3.4,1.79,2.22,-0.25,1.95,2.01
12,D1,17/01/2026,14:30,Hamburg,M'gladbach,2.54,3.65,3.0,1.81,2.16,0.0,1.84,2.17
13,D1,17/01/2026,14:30,Hoffenheim,Leverkusen,2.5,3.95,2.82,1.52,2.84,0.0,1.87,2.11
14,D1,17/01/2026,14:30,Wolfsburg,Heidenheim,1.68,4.2,5.5,1.63,2.54,-0.75,1.83,2.15
15,D1,17/01/2026,17:30,RB Leipzig,Bayern Munich,5.4,5.1,1.6,1.35,3.75,1.0,2.06,1.9
20,D2,17/01/2026,12:00,Dresden,Greuther Furth,1.91,4.0,4.1,1.62,2.34,-0.5,1.91,2.03
21,D2,17/01/2026,12:00,Nurnberg,Elversberg,3.15,3.5,2.4,1.8,2.12,0.25,1.89,2.06
22,D2,17/01/2026,12:00,Preußen Münster,Karlsruhe,2.08,3.5,3.85,1.77,2.16,-0.5,2.08,1.86
23,D2,17/01/2026,19:30,Hertha,Schalke 04,2.72,3.35,2.86,2.02,1.83,0.0,1.91,2.0
27,E0,17/01/2026,12:30,Man United,Man City,3.85,4.0,2.0,1.56,2.76,0.5,1.98,2.01
28,E0,17/01/2026,15:00,Chelsea,Brentford,1.77,4.1,5.1,1.69,2.42,-0.75,1.97,2.0
29,E0,17/01/2026,15:00,Leeds,Fulham,2.26,3.45,3.65,2.12,1.87,-0.25,1.93,2.05
30,E0,17/01/2026,15:00,Liverpool,Burnley,1.26,7.0,15.0,1.62,2.56,-1.75,1.94,2.02
31,E0,17/01/2026,15:00,Sunderland,Crystal Palace,2.76,3.25,2.94,2.36,1.72,0.0,1.94,2.05
32,E0,17/01/2026,15:00,Tottenham,West Ham,1.78,4.1,5.0,1.8,2.2,-0.75,1.99,1.98
33,E0,17/01/2026,17:30,Nott'm Forest,Arsenal,6.8,4.5,1.58,1.97,2.0,1.0,1.98,1.98
38,E1,17/01/2026,12:30,Coventry,Leicester,1.68,4.3,5.4,1.7,2.34,-0.75,1.86,2.11
39,E1,17/01/2026,12:30,Ipswich,Blackburn,1.55,4.4,7.2,2.08,1.86,-1.0,1.95,2.01
40,E1,17/01/2026,12:30,Watford,Millwall,2.1,3.65,3.8,2.18,1.81,-0.5,2.11,1.87
41,E1,17/01/2026,15:00,Charlton,Sheffield United,3.55,3.7,2.18,2.04,1.92,0.25,2.08,1.88
42,E1,17/01/2026,15:00,Oxford,Bristol City,3.55,3.55,2.24,2.08,1.88,0.25,2.04,1.92
43,E1,17/01/2026,15:00,Preston,Derby,2.34,3.25,3.55,2.5,1.62,-0.25,1.98,1.97
44,E1,17/01/2026,15:00,Sheffield Weds,Portsmouth,3.75,3.5,2.22,2.28,1.73,0.25,2.09,1.9
45,E1,17/01/2026,15:00,Southampton,Hull,1.74,4.3,4.8,1.71,2.3,-0.75,1.94,2.02
46,E1,17/01/2026,15:00,Stoke,QPR,2.2,3.55,3.65,2.22,1.77,-0.25,1.89,2.08
47,E1,17/01/2026,15:00,Wrexham,Norwich,2.3,3.7,3.25,1.92,2.0,-0.25,2.0,1.97
48,E1,17/01/2026,17:30,Swansea,Birmingham,2.82,3.4,2.76,2.22,1.78,0.0,1.99,1.96
49,E2,17/01/2026,12:30,Bradford,Cardiff,2.98,3.7,2.4,1.86,2.06,0.25,1.87,2.08
50,E2,17/01/2026,12:30,Wigan,Bolton,3.4,3.25,2.3,2.12,1.74,0.25,1.91,1.96
51,E2,17/01/2026,15:00,AFC Wimbledon,Doncaster,2.74,3.25,2.76,2.08,1.78,0.0,1.95,1.95
52,E2,17/01/2026,15:00,Barnsley,Blackpool,2.2,3.8,3.3,1.75,2.18,-0.25,1.92,2.0
53,E2,17/01/2026,15:00,Burton,Huddersfield,4.3,3.5,1.93,1.94,1.89,0.5,2.02,1.93
54,E2,17/01/2026,15:00,Exeter,Stevenage,2.74,3.1,2.9,2.58,1.54,0.0,1.95,1.98
55,E2,17/01/2026,15:00,Leyton Orient,Reading,2.7,3.45,2.76,2.1,1.76,0.0,1.93,1.98
56,E2,17/01/2026,15:00,Luton,Lincoln,2.58,3.25,3.0,2.18,1.72,-0.25,2.2,1.76
57,E2,17/01/2026,15:00,Mansfield,Port Vale,2.34,3.7,3.2,2.16,1.8,-0.25,2.02,1.95
58,E2,17/01/2026,15:00,Northampton,Wycombe,3.3,3.25,2.28,1.98,1.68,0.25,1.89,1.96
59,E2,17/01/2026,15:00,Peterboro,Plymouth,2.1,3.65,3.45,1.79,2.18,-0.5,2.1,1.83
