,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
4,B1,25/05/2025,17:30,Club Brugge,Antwerp,1.22,6.4,1.09,1.38,2.84,-1.75,0.0,0.0
5,B1,25/05/2025,17:30,Genk,Anderlecht,2.02,3.85,3.65,1.01,1.15,-0.5,0.0,0.0
6,B1,25/05/2025,17:30,St. Gilloise,Gent,1.18,7.4,5.1,1.01,1.15,-2.0,0.0,0.0
7,E0,25/05/2025,16:00,Bournemouth,Leicester,1.37,5.8,9.6,1.53,2.76,-1.5,1.37,1.76
8,E0,25/05/2025,16:00,Fulham,Man City,5.6,4.6,1.64,1.56,2.66,1.0,1.77,1.64
9,E0,25/05/2025,16:00,Ipswich,West Ham,3.15,3.9,2.28,1.56,2.54,0.25,1.97,1.99
10,E0,25/05/2025,16:00,Liverpool,Crystal Palace,1.44,6.0,7.0,1.36,3.5,-1.5,1.44,1.14
11,E0,25/05/2025,16:00,Man United,Aston Villa,4.7,4.3,1.79,1.62,2.48,0.75,2.0,1.98
12,E0,25/05/2025,16:00,Newcastle,Everton,1.35,6.2,9.6,1.58,2.62,-1.5,1.85,2.05
13,E0,25/05/2025,16:00,Nott'm Forest,Chelsea,3.3,3.9,2.24,1.77,2.28,0.25,2.03,1.96
14,E0,25/05/2025,16:00,Southampton,Arsenal,11.5,6.4,1.31,1.52,2.78,1.5,1.89,1.31
15,E0,25/05/2025,16:00,Tottenham,Brighton,4.4,4.7,1.75,1.35,3.65,0.75,1.64,1.75
16,E0,25/05/2025,16:00,Wolves,Brentford,2.86,3.85,2.54,1.55,2.74,0.0,2.11,1.88
21,I1,25/05/2025,19:45,Atalanta,Parma,1.78,3.85,5.4,1.75,2.26,-0.75,1.97,1.92
22,I1,25/05/2025,19:45,Empoli,Verona,2.08,3.3,4.5,2.5,1.62,-0.5,2.08,1.9
23,I1,25/05/2025,19:45,Lazio,Lecce,1.57,4.0,8.2,1.9,2.04,-1.0,1.86,1.41
24,I1,25/05/2025,19:45,Torino,Roma,6.2,4.3,1.64,1.97,1.98,1.0,1.69,1.64
25,I1,25/05/2025,19:45,Udinese,Fiorentina,3.9,3.75,2.08,1.98,1.92,0.5,1.91,2.08
26,I1,25/05/2025,19:45,Venezia,Juventus,6.4,4.4,1.6,1.91,2.02,1.0,1.89,1.88
34,SP1,25/05/2025,13:00,Girona,Ath Madrid,3.95,3.85,2.02,1.66,1.56,0.5,1.96,2.02
35,SP1,25/05/2025,15:15,Villarreal,Sevilla,1.51,5.2,6.8,1.54,2.64,-1.25,1.87,1.75
36,SP1,25/05/2025,20:00,Ath Bilbao,Barcelona,3.4,3.95,2.16,1.56,2.62,0.25,2.08,1.88
38,SP2,25/05/2025,17:30,Burgos,Levante,5.8,3.5,1.82,1.02,1.08,0.75,0.0,0.0
39,SP2,25/05/2025,17:30,Cadiz,Huesca,2.28,2.9,3.55,2.4,1.51,-0.25,0.0,0.0
40,SP2,25/05/2025,17:30,Eibar,Cordoba,2.2,2.78,3.5,2.08,1.67,-0.25,0.0,0.0
41,SP2,25/05/2025,17:30,Elche,Malaga,1.09,3.75,4.3,1.01,1.08,-1.5,0.0,0.0
42,SP2,25/05/2025,17:30,Eldense,Santander,2.6,3.65,2.62,1.69,2.22,0.0,0.0,0.0
43,SP2,25/05/2025,17:30,Granada,Castellon,1.63,4.6,5.1,1.53,2.62,-1.0,0.0,0.0
44,SP2,25/05/2025,17:30,Mirandes,Almeria,2.32,3.1,3.55,1.78,1.88,-0.25,0.0,0.0
45,SP2,25/05/2025,17:30,Sp Gijon,Cartagena,1.17,7.8,5.5,1.48,2.44,-1.75,0.0,0.0
46,SP2,25/05/2025,17:30,Tenerife,Oviedo,5.8,3.2,1.88,2.48,1.57,0.5,0.0,0.0
47,SP2,25/05/2025,17:30,Zaragoza,La Coruna,1.51,4.5,6.6,1.64,2.1,-1.0,0.0,0.0
51,T1,25/05/2025,17:00,Besiktas,Rizespor,1.46,5.3,6.8,1.57,2.22,-1.25,0.0,0.0
52,T1,25/05/2025,17:00,Buyuksehyr,Ad. Demirspor,1.11,11.0,1.09,1.15,1.16,-3.0,0.0,0.0
53,T1,25/05/2025,17:00,Kayserispor,Bodrumspor,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
54,T1,25/05/2025,17:00,Konyaspor,Alanyaspor,2.96,3.15,2.4,1.76,1.98,0.25,0.0,0.0
55,T1,25/05/2025,17:00,Trabzonspor,Samsunspor,2.34,1.09,3.1,1.69,2.24,-0.25,0.0,0.0
