,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
4,E0,02/04/2025,19:45,Bournemouth,Ipswich,1.41,5.6,8.6,1.56,2.68,-1.5,2.13,1.87
5,E0,02/04/2025,19:45,Brighton,Aston Villa,2.2,3.95,3.4,1.66,2.48,-0.25,1.92,2.07
6,E0,02/04/2025,19:45,Man City,Leicester,1.22,8.6,15.0,1.42,3.25,-2.0,1.96,1.98
7,E0,02/04/2025,19:45,Newcastle,Brentford,1.78,4.6,4.5,1.51,2.84,-0.75,1.96,2.01
8,E0,02/04/2025,19:45,Southampton,Crystal Palace,6.2,4.2,1.65,1.82,2.16,1.0,1.87,2.09
9,E0,02/04/2025,20:00,Liverpool,Everton,1.38,5.4,10.5,1.8,2.2,-1.25,1.84,2.14
11,E1,02/04/2025,19:45,Derby,Preston,2.44,3.05,3.75,2.8,1.49,-0.25,2.04,1.95
35,E3,02/04/2025,19:45,Notts County,Milton Keynes Dons,1.75,4.2,4.6,1.57,2.4,-0.75,1.93,1.99
40,N1,02/04/2025,19:00,Feyenoord,Groningen,1.38,5.4,9.2,1.66,2.38,-1.25,1.84,2.06
42,P1,02/04/2025,20:15,Benfica,Farense,1.15,9.8,29.0,1.49,2.76,-2.25,1.93,1.92
43,SC1,02/04/2025,19:45,Dunfermline,Livingston,4.0,3.15,2.02,2.08,1.64,0.5,1.79,2.02
44,SC1,02/04/2025,19:45,Queens Park,Airdrie Utd,2.26,3.5,3.0,1.79,2.0,-0.25,2.01,1.86
