,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,E0,01/04/2025,19:45,Arsenal,Fulham,1.51,4.3,9.0,2.24,1.79,-1.0,1.87,2.1
2,E0,01/04/2025,19:45,Wolves,West Ham,2.66,3.3,3.05,2.28,1.76,0.0,1.86,2.14
3,E0,01/04/2025,20:00,Nott'm Forest,Man United,2.38,3.5,3.3,2.02,1.97,-0.25,2.05,1.93
12,E2,01/04/2025,19:45,Barnsley,Exeter,1.96,3.75,4.4,1.9,2.08,-0.5,1.96,2.02
13,E2,01/04/2025,19:45,Blackpool,Reading,1.83,3.75,4.8,1.87,2.08,-0.75,2.06,1.88
14,E2,01/04/2025,19:45,Burton,Leyton Orient,2.98,3.35,2.68,2.2,1.78,0.0,2.11,1.87
15,E2,01/04/2025,19:45,Cambridge,Wrexham,6.0,3.8,1.72,2.42,1.69,0.75,2.0,1.95
16,E2,01/04/2025,19:45,Crawley Town,Peterboro,3.1,3.8,2.34,1.71,2.32,0.25,1.91,2.03
17,E2,01/04/2025,19:45,Lincoln,Huddersfield,2.52,3.3,3.2,2.44,1.65,-0.25,2.14,1.83
18,E2,01/04/2025,19:45,Mansfield,Charlton,3.6,3.45,2.26,2.22,1.77,0.25,2.02,1.93
19,E2,01/04/2025,19:45,Northampton,Rotherham,2.8,3.4,2.8,2.2,1.8,0.0,1.98,1.98
20,E2,01/04/2025,19:45,Stockport,Stevenage,1.93,3.45,4.8,2.52,1.63,-0.5,1.93,2.04
21,E2,01/04/2025,19:45,Wigan,Bolton,3.2,3.25,2.52,2.48,1.65,0.25,1.82,2.15
22,E2,01/04/2025,19:45,Wycombe,Shrewsbury,1.35,5.2,13.0,2.0,1.94,-1.5,2.13,1.82
23,E2,01/04/2025,20:00,Bristol Rvs,Birmingham,9.2,5.0,1.41,1.94,2.04,1.25,1.95,1.99
24,E3,01/04/2025,19:45,Accrington,Fleetwood Town,2.76,3.2,2.94,2.46,1.67,0.0,1.9,2.06
25,E3,01/04/2025,19:45,Barrow,Salford,2.48,3.25,3.4,2.4,1.67,-0.25,2.1,1.88
26,E3,01/04/2025,19:45,Chesterfield,Carlisle,1.76,3.9,5.2,1.96,2.0,-0.75,1.98,1.94
27,E3,01/04/2025,19:45,Crewe,Grimsby,2.94,3.25,2.76,2.24,1.76,0.0,2.06,1.92
28,E3,01/04/2025,19:45,Doncaster,Walsall,2.08,3.55,3.95,2.02,1.92,-0.5,2.08,1.89
29,E3,01/04/2025,19:45,Gillingham,Colchester,2.9,3.1,2.94,2.84,1.51,0.0,1.99,1.99
30,E3,01/04/2025,19:45,Harrogate,Tranmere,2.82,3.1,2.94,2.58,1.6,0.0,1.93,2.0
31,E3,01/04/2025,19:45,Morecambe,Cheltenham,2.46,3.4,3.25,2.02,1.92,-0.25,2.09,1.88
32,E3,01/04/2025,19:45,Newport County,Bromley,3.45,3.55,2.28,1.98,1.98,0.25,2.0,1.96
33,E3,01/04/2025,19:45,Port Vale,Bradford,2.76,3.1,3.05,2.56,1.6,0.0,1.89,2.09
34,E3,01/04/2025,19:45,Swindon,AFC Wimbledon,3.4,3.35,2.44,2.3,1.73,0.25,1.91,2.07
36,EC,01/04/2025,19:45,Aldershot,Fylde,1.62,4.4,5.1,1.58,2.48,-1.0,2.01,1.83
37,EC,01/04/2025,19:45,Wealdstone,Boston Utd,2.68,3.4,2.74,2.02,1.86,0.0,1.93,1.99
38,EC,01/04/2025,19:45,Woking,Rochdale,2.96,3.15,2.54,2.22,1.71,0.0,2.05,1.81
39,N1,01/04/2025,19:00,AZ Alkmaar,Waalwijk,1.31,6.2,11.5,1.5,2.92,-1.5,1.88,2.06
41,P1,01/04/2025,20:15,Boavista,Gil Vicente,4.1,3.2,2.18,2.54,1.62,0.5,1.8,2.22
