,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,B1,11/04/2025,19:45,Westerlo,Charleroi,3.0,3.75,2.42,1.71,2.38,0.25,1.87,2.1
9,D1,11/04/2025,19:30,Wolfsburg,RB Leipzig,3.0,3.85,2.4,1.64,2.56,0.25,1.89,2.08
18,D2,11/04/2025,17:30,Greuther Furth,FC Koln,3.85,3.7,2.12,1.92,2.06,0.5,1.88,2.12
19,D2,11/04/2025,17:30,Hamburg,Braunschweig,1.4,5.7,8.4,1.47,3.05,-1.5,2.1,1.85
37,E1,11/04/2025,20:00,Burnley,Norwich,1.65,4.1,6.6,2.12,1.87,-1.0,2.16,1.82
60,E3,11/04/2025,19:45,Notts County,Salford,1.98,3.65,4.4,1.94,2.0,-0.5,1.98,2.0
83,F1,11/04/2025,19:45,Lens,Reims,1.57,4.4,6.8,1.85,2.14,-1.0,1.93,2.04
91,F2,11/04/2025,19:00,Amiens,Dunkerque,4.3,3.75,1.97,1.98,1.98,0.5,2.01,1.97
92,F2,11/04/2025,19:00,Martigues,Metz,8.6,5.0,1.42,1.76,2.26,1.25,1.98,1.94
93,F2,11/04/2025,19:00,Pau FC,Clermont,2.1,3.7,3.65,1.98,1.96,-0.5,2.11,1.86
94,F2,11/04/2025,19:00,Red Star,Annecy,2.2,3.35,3.85,2.22,1.77,-0.25,1.89,2.09
95,F2,11/04/2025,19:00,Rodez,Caen,2.0,3.9,3.85,1.78,2.22,-0.5,2.0,1.96
96,F2,11/04/2025,19:00,Troyes,Ajaccio,1.96,3.3,5.0,2.66,1.58,-0.5,1.96,2.02
107,I1,11/04/2025,19:45,Udinese,Milan,4.2,3.75,2.0,1.94,2.04,0.5,1.98,2.0
117,I2,11/04/2025,19:30,Bari,Palermo,3.05,3.3,2.62,2.0,1.99,0.0,2.16,1.84
127,N1,11/04/2025,19:00,Nijmegen,Waalwijk,1.72,4.2,5.1,1.62,2.56,-0.75,1.89,2.06
136,P1,11/04/2025,20:15,Gil Vicente,Guimaraes,4.5,3.35,2.08,2.52,1.64,0.5,0.0,0.0
151,SC1,11/04/2025,19:45,Ayr,Falkirk,4.3,3.15,2.12,2.36,1.63,0.25,2.15,1.8
166,SP1,11/04/2025,20:00,Valencia,Sevilla,2.38,3.2,3.65,2.42,1.69,-0.25,2.01,1.97
176,SP2,11/04/2025,19:30,Cordoba,Levante,2.3,3.45,3.45,2.0,1.96,-0.25,1.98,1.99
187,T1,11/04/2025,18:00,Samsunspor,Galatasaray,5.5,4.3,1.69,1.77,2.26,0.75,2.13,1.86
