,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,E1,11/03/2025,19:45,Burnley,West Brom,2.0,3.3,4.8,2.78,1.54,-0.5,2.01,1.98
2,E1,11/03/2025,19:45,Cardiff,Luton,2.44,3.3,3.4,2.38,1.7,-0.25,2.07,1.91
3,E1,11/03/2025,19:45,Derby,Coventry,3.6,3.4,2.32,2.5,1.64,0.25,2.0,1.97
4,E1,11/03/2025,19:45,Middlesbrough,QPR,1.95,3.6,4.7,2.08,1.88,-0.5,1.95,2.04
5,E1,11/03/2025,19:45,Norwich,Sheffield Weds,2.32,3.5,3.4,1.95,2.04,-0.25,2.0,1.97
6,E1,11/03/2025,19:45,Sunderland,Preston,1.68,3.85,6.6,2.44,1.67,-0.75,1.89,2.09
7,E1,11/03/2025,20:00,Sheffield United,Bristol City,2.1,3.45,4.1,2.26,1.75,-0.5,2.1,1.9
13,E2,11/03/2025,19:45,Birmingham,Stevenage,1.55,4.1,7.8,2.3,1.72,-1.0,1.97,1.94
14,E2,11/03/2025,19:45,Blackpool,Cambridge,1.69,3.95,5.8,2.0,1.94,-0.75,1.87,2.06
15,E2,11/03/2025,19:45,Bristol Rvs,Bolton,4.2,4.0,1.89,1.82,2.18,0.5,2.06,1.91
16,E2,11/03/2025,19:45,Crawley Town,Charlton,4.5,3.9,1.87,1.89,2.04,0.5,2.12,1.87
17,E2,11/03/2025,19:45,Exeter,Mansfield,3.1,3.55,2.36,2.12,1.83,0.25,1.89,2.05
18,E2,11/03/2025,20:00,Reading,Wrexham,3.25,3.55,2.34,2.06,1.9,0.25,1.93,2.01
19,E3,11/03/2025,19:45,Accrington,Newport County,1.83,3.6,5.1,2.0,1.92,-0.75,2.08,1.86
20,E3,11/03/2025,19:45,AFC Wimbledon,Cheltenham,1.77,3.6,5.5,2.3,1.68,-0.75,2.0,1.92
21,E3,11/03/2025,19:45,Colchester,Port Vale,2.16,3.1,4.3,2.8,1.51,-0.5,2.16,1.83
22,E3,11/03/2025,19:45,Grimsby,Notts County,2.44,3.5,3.2,1.9,2.04,-0.25,2.11,1.88
23,E3,11/03/2025,19:45,Salford,Chesterfield,2.56,3.4,2.96,2.04,1.89,0.0,1.84,2.13
25,EC,11/03/2025,19:45,Forest Green,Sutton,1.88,3.4,4.5,2.1,1.75,-0.5,1.88,2.02
26,EC,11/03/2025,19:45,Oldham,Eastleigh,2.1,3.55,3.65,2.1,1.75,-0.5,2.11,1.84
27,EC,11/03/2025,19:45,Rochdale,Altrincham,2.3,3.4,3.3,2.0,1.88,-0.25,1.94,1.97
28,EC,11/03/2025,19:45,Yeovil,Boston Utd,2.44,3.3,3.15,2.26,1.7,-0.25,2.09,1.85
29,SC1,11/03/2025,19:45,Queens Park,Partick,2.62,3.45,2.66,1.88,1.98,0.0,1.91,1.93
30,SC2,11/03/2025,19:45,Inverness C,Stenhousemuir,2.08,3.3,3.75,2.22,1.66,-0.5,2.08,1.79
31,SC2,11/03/2025,19:45,Kelty Hearts,Cove Rangers,3.55,3.55,2.06,1.86,1.99,0.5,1.9,1.97
32,SC3,11/03/2025,19:45,Elgin,Spartans,2.52,3.45,2.78,2.16,1.72,0.0,1.86,2.04
