,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,E1,11/02/2025,19:45,Coventry,QPR,1.93,3.65,4.7,2.06,1.9,-0.5,1.93,2.05
3,E1,11/02/2025,19:45,Derby,Oxford,2.3,3.15,3.85,2.82,1.53,-0.25,1.94,2.04
4,E1,11/02/2025,19:45,Portsmouth,Cardiff,2.36,3.35,3.55,2.38,1.71,-0.25,2.0,1.97
5,E1,11/02/2025,19:45,Watford,Leeds,10.5,5.2,1.39,1.82,2.18,1.5,1.9,2.06
6,E1,11/02/2025,20:00,Norwich,Preston,1.86,3.65,5.3,2.22,1.79,-0.75,2.12,1.87
14,E2,11/02/2025,19:45,Birmingham,Cambridge,1.3,6.0,13.0,1.76,2.24,-1.5,1.9,2.06
15,E2,11/02/2025,19:45,Blackpool,Rotherham,2.2,3.45,3.65,2.14,1.83,-0.25,1.9,2.06
16,E2,11/02/2025,19:45,Bristol Rvs,Stockport,5.8,4.0,1.67,2.04,1.92,0.75,2.09,1.84
17,E2,11/02/2025,19:45,Charlton,Peterboro,1.69,4.4,5.1,1.66,2.44,-0.75,1.86,2.1
18,E2,11/02/2025,19:45,Crawley Town,Stevenage,3.4,3.45,2.32,2.2,1.8,0.25,1.96,2.0
19,E2,11/02/2025,19:45,Leyton Orient,Mansfield,1.86,3.85,4.7,2.1,1.87,-0.5,1.86,2.14
20,E2,11/02/2025,20:00,Reading,Shrewsbury,2.18,3.45,3.75,2.24,1.78,-0.25,1.92,2.05
21,E3,11/02/2025,19:45,AFC Wimbledon,Crewe,1.78,3.45,5.6,2.66,1.56,-0.75,2.03,1.9
22,E3,11/02/2025,19:45,Barrow,Milton Keynes Dons,2.14,3.3,3.95,2.26,1.74,-0.25,1.82,2.14
23,E3,11/02/2025,19:45,Bradford,Accrington,1.66,3.9,6.0,2.04,1.89,-0.75,1.85,2.08
24,E3,11/02/2025,19:45,Newport County,Carlisle,2.82,3.45,2.66,1.99,1.98,0.0,2.03,1.91
25,E3,11/02/2025,19:45,Tranmere,Fleetwood Town,3.1,3.4,2.46,2.24,1.75,0.25,1.84,2.1
26,E3,11/02/2025,19:45,Walsall,Gillingham,1.58,4.1,7.2,2.14,1.82,-1.0,2.0,1.9
28,EC,11/02/2025,19:45,Dag and Red,Woking,2.08,3.4,3.7,1.96,1.89,-0.25,1.79,2.11
29,EC,11/02/2025,19:45,Gateshead,Braintree Town,1.66,4.4,4.8,1.6,2.44,-1.0,2.09,1.8
30,EC,11/02/2025,19:45,Hartlepool,Tamworth,1.77,3.65,4.7,1.91,1.95,-0.75,2.0,1.88
31,EC,11/02/2025,19:45,Oldham,Altrincham,2.06,3.55,3.8,1.91,1.96,-0.5,2.06,1.9
32,EC,11/02/2025,19:45,Southend,Halifax,2.24,3.3,3.6,2.34,1.65,-0.25,1.91,1.99
33,SC2,11/02/2025,19:45,Cove Rangers,Montrose,2.12,3.8,3.45,1.84,2.12,-0.25,1.85,2.12
