,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
6,B1,23/11/2025,12:30,Genk,Mechelen,1.57,4.7,5.9,1.45,2.58,-1.0,0.0,0.0
7,B1,23/11/2025,15:00,Antwerp,Dender,1.86,3.55,5.2,1.9,1.92,-0.5,0.0,0.0
8,B1,23/11/2025,17:30,RAAL La Louviere,Anderlecht,4.5,3.3,1.99,2.2,1.7,0.5,0.0,0.0
9,B1,23/11/2025,18:15,Oud-Heverlee Leuven,St Truiden,2.76,3.3,2.9,1.01,1.9,0.0,0.0,0.0
17,D1,23/11/2025,14:30,RB Leipzig,Werder Bremen,1.47,5.4,6.8,1.37,3.5,-1.25,1.91,2.02
18,D1,23/11/2025,16:30,St Pauli,Union Berlin,2.66,3.3,3.05,2.22,1.78,0.0,1.85,2.12
25,D2,23/11/2025,12:30,Kaiserslautern,Holstein Kiel,2.32,3.85,3.0,1.7,2.24,-0.25,0.0,0.0
26,D2,23/11/2025,12:30,Karlsruhe,Elversberg,3.1,4.1,2.28,1.53,2.34,0.25,0.0,0.0
27,D2,23/11/2025,12:30,Nurnberg,Bielefeld,2.4,3.85,2.94,1.53,2.28,-0.25,0.0,0.0
35,E0,23/11/2025,14:00,Leeds,Aston Villa,3.15,3.35,2.54,2.22,1.76,0.25,1.84,2.16
36,E0,23/11/2025,16:30,Arsenal,Tottenham,1.44,5.0,9.4,1.9,2.08,-1.25,2.0,1.95
49,E1,23/11/2025,12:00,Sheffield Weds,Sheffield United,4.0,3.6,2.06,2.08,1.85,0.5,1.9,2.06
88,F1,23/11/2025,14:00,Auxerre,Lyon,4.1,3.6,2.08,2.1,1.89,0.5,1.91,2.08
89,F1,23/11/2025,16:15,Brest,Metz,1.89,3.8,4.5,1.86,2.1,-0.5,1.89,2.08
90,F1,23/11/2025,16:15,Nantes,Lorient,2.8,3.45,2.78,2.06,1.85,0.0,2.0,1.98
91,F1,23/11/2025,16:15,Toulouse,Angers,1.64,4.0,6.2,2.08,1.83,-0.75,1.82,2.15
92,F1,23/11/2025,19:45,Lille,Paris FC,1.67,4.3,5.7,1.71,2.28,-1.0,2.12,1.82
104,G1,23/11/2025,15:00,Panserraikos,Panathinaikos,8.0,5.1,1.38,1.72,2.12,1.5,0.0,0.0
105,G1,23/11/2025,17:00,PAOK,Kifisia,1.24,6.0,1.09,1.55,2.44,-1.75,0.0,0.0
106,G1,23/11/2025,19:00,AEK,Aris,1.26,4.3,7.4,2.0,1.25,-1.0,0.0,0.0
113,I1,23/11/2025,11:30,Verona,Parma,2.34,3.1,3.85,2.64,1.58,-0.25,1.96,2.0
114,I1,23/11/2025,14:00,Cremonese,Roma,6.4,3.9,1.69,2.14,1.83,0.75,2.09,1.87
115,I1,23/11/2025,17:00,Lazio,Lecce,1.68,3.8,6.4,2.32,1.73,-0.75,1.87,2.09
116,I1,23/11/2025,19:45,Inter,Milan,2.04,3.6,4.2,1.91,2.04,-0.5,2.04,1.93
125,I2,23/11/2025,14:00,Mantova,Spezia,2.8,3.15,2.8,2.02,1.24,0.0,0.0,0.0
126,I2,23/11/2025,14:00,Modena,Sudtirol,1.71,3.55,5.9,2.16,1.71,-0.75,0.0,0.0
127,I2,23/11/2025,16:15,Monza,Cesena,1.84,3.45,5.1,2.38,1.61,-0.5,0.0,0.0
134,N1,23/11/2025,11:15,Heerenveen,AZ Alkmaar,3.0,3.9,2.26,1.44,2.62,0.25,0.0,0.0
135,N1,23/11/2025,13:30,Feyenoord,Nijmegen,1.42,5.4,7.2,1.01,1.25,-1.5,0.0,0.0
136,N1,23/11/2025,13:30,Telstar,Utrecht,3.35,3.75,2.08,1.72,2.14,0.25,0.0,0.0
137,N1,23/11/2025,15:45,Groningen,Zwolle,1.57,4.2,6.8,1.63,2.16,-1.0,0.0,0.0
143,SC0,23/11/2025,15:00,Aberdeen,Hearts,4.3,3.55,1.93,1.99,1.86,0.5,0.0,0.0
164,SP1,23/11/2025,13:00,Oviedo,Vallecano,3.7,3.3,2.26,2.32,1.71,0.25,2.01,1.92
165,SP1,23/11/2025,15:15,Betis,Girona,1.57,4.6,6.2,1.67,2.4,-1.0,1.91,2.02
166,SP1,23/11/2025,17:30,Getafe,Ath Madrid,5.6,3.6,1.81,2.66,1.58,0.75,1.89,2.08
167,SP1,23/11/2025,20:00,Elche,Real Madrid,8.8,5.7,1.39,1.53,2.8,1.5,1.87,2.07
174,SP2,23/11/2025,13:00,La Coruna,Ceuta,1.65,3.9,5.8,1.99,1.87,-0.75,0.0,0.0
175,SP2,23/11/2025,15:15,Cadiz,Cultural Leonesa,1.95,3.2,4.5,2.4,1.61,-0.5,0.0,0.0
176,SP2,23/11/2025,15:15,Huesca,Sp Gijon,2.88,3.15,2.78,2.78,1.51,0.0,0.0,0.0
177,SP2,23/11/2025,17:30,Burgos,Santander,2.3,2.92,1.51,2.14,1.25,-0.25,0.0,0.0
178,SP2,23/11/2025,20:00,Malaga,Mirandes,1.78,3.55,5.1,2.24,1.68,-0.75,0.0,0.0
183,T1,23/11/2025,11:30,Goztep,Kocaelispor,1.79,3.7,5.8,1.96,1.73,-0.75,0.0,0.0
184,T1,23/11/2025,14:00,Alanyaspor,Kasimpasa,1.87,3.7,4.3,1.84,2.0,-0.5,0.0,0.0
185,T1,23/11/2025,14:00,Besiktas,Samsunspor,1.97,3.65,4.2,1.66,2.02,-0.5,0.0,0.0
186,T1,23/11/2025,17:00,Rizespor,Fenerbahce,6.4,4.6,1.54,1.59,2.2,1.0,0.0,0.0
