,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,B1,02/02/2025,12:30,Antwerp,Club Brugge,4.8,4.0,1.8,1.7,2.16,0.75,1.86,1.95
6,B1,02/02/2025,15:00,St. Gilloise,St Truiden,1.45,4.9,7.6,1.65,2.32,-1.25,0.0,0.0
7,B1,02/02/2025,17:30,Gent,Anderlecht,2.42,3.45,3.1,1.83,2.04,-0.25,0.0,0.0
8,B1,02/02/2025,18:15,Kortrijk,Westerlo,3.1,3.75,2.26,1.8,2.1,0.25,0.0,0.0
16,D1,02/02/2025,14:30,Ein Frankfurt,Wolfsburg,2.02,3.95,3.75,1.59,2.62,-0.5,2.03,1.92
17,D1,02/02/2025,16:30,Leverkusen,Hoffenheim,1.26,7.4,12.5,1.41,3.25,-1.75,1.82,2.08
24,D2,02/02/2025,12:30,Hamburg,Hannover,1.98,3.85,4.0,1.7,2.24,-0.5,1.98,1.98
25,D2,02/02/2025,12:30,Kaiserslautern,Preußen Münster,1.89,3.8,4.3,1.77,2.04,-0.5,1.89,2.11
26,D2,02/02/2025,12:30,Paderborn,Greuther Furth,1.76,4.2,4.3,1.6,2.34,-0.75,1.91,1.86
33,E0,02/02/2025,14:00,Brentford,Tottenham,2.18,4.2,3.25,1.38,3.5,-0.25,1.92,2.07
34,E0,02/02/2025,14:00,Man United,Crystal Palace,2.08,3.6,4.1,1.89,2.08,-0.5,2.06,1.92
35,E0,02/02/2025,16:30,Arsenal,Man City,2.02,3.65,4.1,1.77,2.24,-0.5,2.02,1.94
60,E2,02/02/2025,15:00,Bristol Rvs,Peterboro,3.1,3.55,2.38,1.72,2.06,0.25,0.0,0.0
83,F1,02/02/2025,14:00,Toulouse,Nice,2.56,3.45,2.92,1.97,1.96,0.0,1.83,2.09
84,F1,02/02/2025,16:15,Angers,Le Havre,2.0,3.4,4.5,2.3,1.69,-0.5,2.0,1.94
85,F1,02/02/2025,16:15,Reims,Nantes,2.22,3.45,3.55,2.08,1.83,-0.25,1.9,2.04
86,F1,02/02/2025,16:15,Rennes,Strasbourg,2.16,3.5,3.75,1.97,1.97,-0.25,1.85,2.11
87,F1,02/02/2025,19:45,Marseille,Lyon,2.12,3.8,3.6,1.64,2.42,-0.5,2.12,1.87
99,G1,02/02/2025,14:30,Levadeiakos,Olympiakos,1.09,4.2,1.18,1.88,1.69,1.25,0.0,0.0
100,G1,02/02/2025,15:00,Athens Kallithea,Aris,3.6,2.86,2.06,2.22,1.51,0.5,0.0,0.0
