,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
6,B1,05/10/2025,12:30,Anderlecht,Standard,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
7,B1,05/10/2025,15:00,Genk,Dender,0.0,0.0,0.0,0.0,0.0,-1.25,0.0,0.0
8,B1,05/10/2025,17:30,Club Brugge,St. Gilloise,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0
9,B1,05/10/2025,18:15,Westerlo,Oud-Heverlee Leuven,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0
16,D1,05/10/2025,14:30,Stuttgart,Heidenheim,1.46,5.1,7.6,1.54,2.74,-1.25,1.95,1.97
17,D1,05/10/2025,16:30,Hamburg,Mainz,2.96,3.7,2.5,1.78,2.22,0.25,1.83,2.16
18,D1,05/10/2025,18:30,M'gladbach,Freiburg,2.44,3.65,3.1,1.81,2.18,-0.25,2.1,1.87
25,D2,05/10/2025,12:30,Bielefeld,Schalke 04,2.46,3.7,2.88,1.74,2.18,-0.25,2.15,1.81
26,D2,05/10/2025,12:30,Greuther Furth,Hannover,3.35,4.1,2.1,1.61,2.4,0.25,2.08,1.84
27,D2,05/10/2025,12:30,Magdeburg,Elversberg,2.7,3.8,2.44,1.57,2.46,0.0,2.02,1.88
33,E0,05/10/2025,14:00,Aston Villa,Burnley,1.64,4.0,6.4,2.02,1.94,-1.0,2.14,1.84
34,E0,05/10/2025,14:00,Everton,Crystal Palace,2.6,3.3,3.1,2.28,1.75,0.0,1.83,2.18
35,E0,05/10/2025,14:00,Newcastle,Nott'm Forest,1.59,4.5,6.2,1.79,2.22,-1.0,2.05,1.92
36,E0,05/10/2025,14:00,Wolves,Brighton,3.85,3.8,2.08,1.89,2.1,0.5,1.89,2.08
37,E0,05/10/2025,16:30,Brentford,Man City,5.2,4.6,1.67,1.62,2.56,0.75,2.16,1.83
49,E1,05/10/2025,12:00,Ipswich,Norwich,1.61,4.5,5.8,1.75,2.22,-1.0,2.01,1.92
89,F1,05/10/2025,14:00,Lyon,Toulouse,1.97,3.75,4.1,1.84,2.1,-0.5,1.97,1.99
90,F1,05/10/2025,16:15,Le Havre,Rennes,3.25,3.4,2.42,2.06,1.88,0.25,1.9,2.07
91,F1,05/10/2025,16:15,Monaco,Nice,1.95,4.0,4.1,1.61,2.5,-0.5,1.95,2.02
92,F1,05/10/2025,16:15,Strasbourg,Angers,1.69,3.95,5.7,2.1,1.84,-0.75,1.89,2.05
93,F1,05/10/2025,19:45,Lille,Paris SG,4.8,4.1,1.8,1.7,2.28,0.75,1.94,2.01
106,G1,05/10/2025,16:00,Kifisia,AEK,7.4,5.1,1.33,1.94,1.86,1.5,0.0,0.0
107,G1,05/10/2025,16:00,Levadeiakos,Panetolikos,1.65,3.2,3.55,1.01,1.58,-0.75,0.0,0.0
108,G1,05/10/2025,18:30,PAOK,Olympiakos,2.66,3.3,2.74,2.02,1.68,0.0,0.0,0.0
109,G1,05/10/2025,19:30,Panathinaikos,Atromitos,1.19,1.01,1.19,1.02,1.92,-1.0,0.0,0.0
115,I1,05/10/2025,11:30,Udinese,Cagliari,2.26,3.2,3.9,2.48,1.65,-0.25,1.91,2.04
116,I1,05/10/2025,14:00,Bologna,Pisa,1.66,3.9,6.6,2.28,1.75,-0.75,1.85,2.14
117,I1,05/10/2025,14:00,Fiorentina,Roma,3.25,3.3,2.54,2.2,1.81,0.0,2.26,1.77
118,I1,05/10/2025,17:00,Napoli,Genoa,1.53,4.1,9.0,2.36,1.69,-1.0,1.92,2.02
119,I1,05/10/2025,19:45,Juventus,Milan,2.82,3.3,2.88,2.1,1.86,0.0,1.97,2.0
126,I2,05/10/2025,14:00,Carrarese,Juve Stabia,2.26,2.82,2.78,2.26,1.51,0.0,1.62,1.89
127,I2,05/10/2025,14:00,Sudtirol,Empoli,2.1,2.84,3.1,2.28,1.53,-0.25,1.86,1.73
128,I2,05/10/2025,16:15,Sampdoria,Pescara,1.78,3.25,4.3,2.26,1.51,-0.5,0.0,0.0
129,I2,05/10/2025,18:30,Modena,Virtus Entella,1.73,3.1,4.3,2.22,1.52,-0.5,0.0,0.0
135,N1,05/10/2025,11:15,Twente,Heracles,1.32,5.7,9.0,1.52,2.88,-1.5,1.75,1.83
136,N1,05/10/2025,13:30,Feyenoord,Utrecht,1.52,4.7,6.6,1.21,1.43,-1.25,1.97,1.67
137,N1,05/10/2025,15:45,AZ Alkmaar,Telstar,1.33,6.0,9.8,1.32,3.2,-1.75,0.0,0.0
138,N1,05/10/2025,19:00,Go Ahead Eagles,Nijmegen,2.68,4.0,2.52,1.44,2.94,0.0,0.0,0.0
144,P1,05/10/2025,15:30,Arouca,Famalicao,4.1,3.35,2.14,2.14,1.75,0.25,0.0,0.0
