,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,D1,14/01/2025,17:30,Holstein Kiel,Dortmund,6.0,4.8,1.57,1.48,2.98,1.0,2.05,1.92
2,D1,14/01/2025,19:30,Ein Frankfurt,Freiburg,1.76,4.3,5.0,1.62,2.56,-0.75,1.95,2.03
3,D1,14/01/2025,19:30,Leverkusen,Mainz,1.39,5.5,9.8,1.69,2.4,-1.5,2.11,1.85
4,D1,14/01/2025,19:30,Wolfsburg,M'gladbach,2.0,3.9,4.0,1.67,2.46,-0.5,2.0,1.98
10,E0,14/01/2025,19:30,Brentford,Man City,5.3,4.6,1.67,1.42,3.3,1.0,1.9,2.08
11,E0,14/01/2025,19:30,Chelsea,Bournemouth,1.55,5.0,6.2,1.47,3.1,-1.25,2.09,1.9
12,E0,14/01/2025,19:30,West Ham,Fulham,3.1,3.55,2.5,1.89,2.12,0.25,1.85,2.14
13,E0,14/01/2025,20:00,Nott'm Forest,Liverpool,5.6,4.3,1.68,1.68,2.44,1.0,1.83,2.16
20,E1,14/01/2025,19:45,Cardiff,Watford,2.38,3.4,3.45,2.16,1.83,-0.25,2.04,1.95
21,E1,14/01/2025,19:45,Plymouth,Oxford,2.44,3.4,3.25,2.12,1.86,-0.25,2.08,1.89
24,EC,14/01/2025,19:45,Aldershot,Braintree Town,1.95,3.35,3.55,1.97,1.96,-0.5,2.0,1.82
25,EC,14/01/2025,19:45,Altrincham,Maidenhead,1.63,4.1,5.6,1.74,2.12,-1.0,2.01,1.81
26,EC,14/01/2025,19:45,Ebbsfleet,Yeovil,4.2,3.9,1.68,1.94,1.89,0.75,1.96,1.9
27,EC,14/01/2025,19:45,Forest Green,Barnet,2.28,3.55,3.15,1.64,2.06,-0.25,1.98,1.89
28,EC,14/01/2025,19:45,Gateshead,Halifax,1.81,4.0,3.95,1.74,2.06,-0.75,2.06,1.81
29,EC,14/01/2025,19:45,Solihull,Eastleigh,1.7,4.0,5.5,1.87,1.98,-0.75,1.82,2.12
32,I1,14/01/2025,17:30,Como,Milan,4.5,3.7,1.96,1.87,2.12,0.5,2.03,1.96
33,I1,14/01/2025,19:45,Atalanta,Juventus,2.16,3.35,4.1,2.42,1.68,-0.25,1.83,2.17
35,SC0,14/01/2025,20:00,Dundee,Celtic,17.0,7.8,1.22,1.47,3.05,2.0,1.93,1.99
37,SC1,14/01/2025,19:45,Dunfermline,Ayr,3.65,2.86,2.54,2.88,1.47,0.25,1.86,2.05
38,SC1,14/01/2025,19:45,Livingston,Airdrie Utd,1.34,5.3,10.5,1.73,2.26,-1.5,1.95,1.88
39,SC3,14/01/2025,19:45,Peterhead,Stranraer,1.69,3.55,5.4,2.04,1.76,-0.75,1.9,1.87
