,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
5,B1,21/09/2025,12:30,Genk,St. Gilloise,3.25,3.55,2.38,1.01,2.0,0.25,0.0,0.0
6,B1,21/09/2025,15:00,Westerlo,Standard,1.89,3.55,4.6,1.71,2.0,-0.5,0.0,0.0
7,B1,21/09/2025,17:30,Club Brugge,St Truiden,1.43,5.4,7.2,1.43,2.74,-1.25,0.0,0.0
8,B1,21/09/2025,18:15,Mechelen,Cercle Brugge,2.7,3.6,2.68,1.73,2.18,0.0,0.0,0.0
15,D1,21/09/2025,14:30,Ein Frankfurt,Union Berlin,1.6,4.4,6.0,1.66,2.42,-1.0,1.97,1.96
16,D1,21/09/2025,16:30,Leverkusen,M'gladbach,1.6,5.1,5.5,1.5,2.86,-1.0,1.97,1.96
17,D1,21/09/2025,18:30,Dortmund,Wolfsburg,1.53,5.1,6.4,1.48,2.92,-1.25,2.08,1.86
24,D2,21/09/2025,12:30,Dresden,Hannover,3.2,3.65,2.28,1.01,1.25,0.25,0.0,0.0
25,D2,21/09/2025,12:30,Fortuna Dusseldorf,Darmstadt,2.48,3.8,2.74,1.68,1.25,0.0,0.0,0.0
26,D2,21/09/2025,12:30,Holstein Kiel,Karlsruhe,2.16,3.7,3.6,1.01,1.25,-0.5,0.0,0.0
34,E0,21/09/2025,14:00,Bournemouth,Newcastle,2.52,3.6,2.98,1.91,2.08,0.0,1.83,2.17
35,E0,21/09/2025,14:00,Sunderland,Aston Villa,3.75,3.4,2.22,2.26,1.75,0.25,2.07,1.9
36,E0,21/09/2025,16:30,Arsenal,Man City,1.97,3.85,4.1,1.89,2.1,-0.5,1.98,2.01
47,E1,21/09/2025,15:00,Bristol City,Oxford,1.65,4.0,6.2,1.98,1.96,-1.0,2.11,1.81
89,F1,21/09/2025,14:00,Paris FC,Strasbourg,2.52,3.45,3.1,1.83,2.16,-0.25,2.15,1.84
90,F1,21/09/2025,16:15,Auxerre,Toulouse,2.86,3.35,2.74,2.1,1.85,0.0,2.0,1.94
91,F1,21/09/2025,16:15,Le Havre,Lorient,2.32,3.55,3.3,2.0,1.96,-0.25,2.0,1.93
92,F1,21/09/2025,16:15,Monaco,Metz,1.3,6.6,11.0,1.42,3.2,-1.75,2.04,1.92
93,F1,21/09/2025,19:45,Marseille,Paris SG,4.0,4.0,1.95,1.56,2.6,0.5,2.04,1.95
107,G1,21/09/2025,15:30,Larisa,AEK,8.8,4.5,1.11,1.9,1.92,1.25,1.77,1.69
108,G1,21/09/2025,16:00,Levadeiakos,OFI Crete,1.32,1.68,3.55,1.96,1.3,-0.5,1.32,1.65
109,G1,21/09/2025,19:00,Panathinaikos,Olympiakos,3.65,3.2,2.3,2.36,1.6,0.25,1.97,1.94
114,I1,21/09/2025,11:30,Lazio,Roma,3.1,3.15,2.7,2.4,1.68,0.0,2.13,1.86
115,I1,21/09/2025,14:00,Cremonese,Parma,2.68,3.15,3.1,2.34,1.7,0.0,1.84,2.13
116,I1,21/09/2025,14:00,Torino,Atalanta,3.65,3.45,2.28,2.3,1.72,0.25,2.04,1.94
117,I1,21/09/2025,17:00,Fiorentina,Como,2.74,3.25,2.94,2.18,1.81,0.0,1.91,2.04
118,I1,21/09/2025,19:45,Inter,Sassuolo,1.3,6.0,13.0,1.62,2.52,-1.75,2.07,1.84
127,I2,21/09/2025,14:00,Carrarese,Avellino,1.43,1.01,1.43,1.01,1.24,-0.25,0.0,0.0
128,I2,21/09/2025,16:15,Pescara,Empoli,3.35,3.15,2.3,2.32,1.64,0.25,0.0,0.0
129,I2,21/09/2025,18:30,Padova,Virtus Entella,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0
135,N1,21/09/2025,11:15,Zwolle,Go Ahead Eagles,2.46,3.8,2.82,1.01,1.25,0.0,0.0,0.0
136,N1,21/09/2025,13:30,Heerenveen,Nijmegen,2.66,3.9,2.6,1.5,2.72,0.0,0.0,0.0
137,N1,21/09/2025,13:30,PSV Eindhoven,Ajax,1.78,4.3,4.7,1.45,2.9,-0.75,0.0,0.0
138,N1,21/09/2025,15:45,AZ Alkmaar,Feyenoord,2.36,3.6,2.96,1.76,2.14,0.0,0.0,0.0
144,P1,21/09/2025,15:30,Tondela,Estrela,2.14,2.78,3.55,1.01,1.5,-0.25,0.0,0.0
145,P1,21/09/2025,18:00,Gil Vicente,Estoril,2.34,3.1,3.55,2.26,1.25,-0.25,0.0,0.0
146,P1,21/09/2025,20:30,Casa Pia,Famalicao,3.7,3.1,2.34,2.46,1.58,0.25,0.0,0.0
169,SP1,21/09/2025,13:00,Vallecano,Celta,2.36,3.4,3.45,2.12,1.85,-0.25,2.01,1.95
170,SP1,21/09/2025,15:15,Mallorca,Ath Madrid,5.7,3.65,1.79,2.3,1.73,0.75,1.93,2.03
171,SP1,21/09/2025,17:30,Elche,Oviedo,2.06,3.25,4.7,2.68,1.55,-0.5,2.06,1.92
172,SP1,21/09/2025,20:00,Barcelona,Getafe,1.25,7.0,14.0,1.62,2.54,-1.75,1.91,2.01
178,SP2,21/09/2025,13:00,Ceuta,Zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,SP2,21/09/2025,15:15,Albacete,Valladolid,2.94,3.6,2.44,1.96,1.91,0.25,0.0,0.0
180,SP2,21/09/2025,17:30,Eibar,Sociedad B,1.62,3.8,6.4,1.01,1.25,-0.75,0.0,0.0
181,SP2,21/09/2025,17:30,Malaga,Cadiz,2.66,2.92,3.05,2.66,1.53,0.0,0.0,0.0
182,SP2,21/09/2025,20:00,Cordoba,Santander,2.34,3.55,3.05,1.01,2.24,-0.25,0.0,0.0
188,T1,21/09/2025,15:00,Buyuksehyr,Alanyaspor,1.88,3.7,4.7,1.89,1.25,-0.5,0.0,0.0
189,T1,21/09/2025,15:00,Kocaelispor,Rizespor,2.58,3.7,2.72,1.84,2.0,0.0,0.0,0.0
190,T1,21/09/2025,18:00,Kasimpasa,Fenerbahce,7.0,4.9,1.49,1.7,2.36,1.25,0.0,0.0
191,T1,21/09/2025,18:00,Samsunspor,Karagumruk,1.62,4.1,7.0,1.96,1.9,-1.0,0.0,0.0
