,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
8,D1,11/01/2026,14:30,M'gladbach,Augsburg,1.97,3.8,4.2,1.89,2.06,-0.5,1.97,2.0
9,D1,11/01/2026,16:30,Bayern Munich,Wolfsburg,1.13,12.0,23.0,1.2,5.2,-2.75,1.98,1.93
25,G1,11/01/2026,14:00,Levadeiakos,Volos NFC,1.49,3.75,6.4,1.32,1.29,-0.75,1.62,2.0
26,G1,11/01/2026,15:30,OFI Crete,Asteras Tripolis,3.0,3.0,2.52,1.41,1.15,0.0,2.0,1.75
27,G1,11/01/2026,17:30,Aris,AEK,5.9,3.55,1.66,2.14,1.72,0.75,1.98,1.86
28,G1,11/01/2026,19:00,Panathinaikos,Panserraikos,1.13,9.2,23.0,1.4,2.7,-2.25,1.88,1.91
33,I1,11/01/2026,11:30,Lecce,Parma,2.9,3.0,3.0,2.78,1.54,0.0,1.94,2.01
34,I1,11/01/2026,14:00,Fiorentina,Milan,4.2,3.5,2.06,2.12,1.87,0.5,1.9,2.06
35,I1,11/01/2026,17:00,Verona,Lazio,3.7,3.1,2.42,2.64,1.58,0.25,1.95,2.03
36,I1,11/01/2026,19:45,Inter,Napoli,1.8,3.75,5.6,2.14,1.84,-0.75,2.04,1.94
47,I2,11/01/2026,14:00,Mantova,Palermo,3.45,3.45,2.16,1.88,1.98,0.25,0.0,0.0
48,I2,11/01/2026,16:15,Padova,Modena,4.1,2.82,1.85,2.18,1.52,0.5,0.0,0.0
53,N1,11/01/2026,11:15,Heerenveen,Feyenoord,3.15,3.9,2.26,1.55,2.58,0.25,1.98,1.97
54,N1,11/01/2026,13:30,Go Ahead Eagles,For Sittard,2.22,3.75,3.25,1.68,2.18,-0.25,0.0,0.0
55,N1,11/01/2026,13:30,Telstar,Ajax,4.0,4.1,1.9,1.59,2.46,0.5,0.0,0.0
56,N1,11/01/2026,15:45,Sparta Rotterdam,Heracles,1.84,4.0,4.3,1.51,1.25,-0.5,0.0,0.0
57,P1,11/01/2026,15:30,Nacional,Santa Clara,2.86,2.96,2.9,2.58,1.54,0.0,0.0,0.0
58,P1,11/01/2026,18:00,Moreirense,Tondela,2.1,3.25,4.1,2.18,1.72,-0.25,0.0,0.0
63,SC0,11/01/2026,14:00,Dundee,Hearts,8.6,4.3,1.5,2.02,1.9,1.0,0.0,0.0
64,SC0,11/01/2026,16:30,Aberdeen,Rangers,4.7,4.0,1.81,1.79,2.06,0.75,1.91,2.0
85,SP1,11/01/2026,13:00,Vallecano,Mallorca,1.94,3.35,5.1,2.54,1.6,-0.5,1.94,2.04
86,SP1,11/01/2026,15:15,Levante,Espanol,3.25,3.45,2.46,2.14,1.83,0.25,1.89,2.1
95,SP2,11/01/2026,13:00,Leganes,Valladolid,2.5,3.05,3.15,2.1,1.63,-0.25,0.0,0.0
96,SP2,11/01/2026,15:15,Granada,Castellon,2.98,3.3,2.42,1.98,1.92,0.0,0.0,0.0
97,SP2,11/01/2026,15:15,Malaga,Ceuta,1.37,3.35,3.45,1.01,1.74,-0.25,0.0,0.0
