,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,B1,19/04/2025,15:00,Oud-Heverlee Leuven,Dender,2.14,3.3,3.55,2.06,1.84,-0.25,0.0,0.0
2,B1,19/04/2025,17:15,Charleroi,Mechelen,2.24,3.6,3.25,1.75,1.9,-0.25,0.0,0.0
3,B1,19/04/2025,19:45,Standard,Westerlo,2.42,3.4,2.9,1.73,2.04,-0.25,0.0,0.0
7,D1,19/04/2025,14:30,Freiburg,Hoffenheim,1.98,3.9,4.0,1.8,2.16,-0.5,1.98,2.0
8,D1,19/04/2025,14:30,Heidenheim,Bayern Munich,10.0,6.8,1.31,1.42,3.15,1.75,1.88,1.98
9,D1,19/04/2025,14:30,Mainz,Wolfsburg,2.12,3.75,3.6,1.83,2.16,-0.5,2.12,1.84
10,D1,19/04/2025,14:30,RB Leipzig,Holstein Kiel,1.34,6.4,9.4,1.44,3.1,-1.5,0.0,0.0
11,D1,19/04/2025,14:30,Werder Bremen,Bochum,1.78,4.4,4.5,1.61,2.52,-0.75,1.97,1.93
12,D1,19/04/2025,17:30,Union Berlin,Stuttgart,2.98,3.55,2.58,1.83,2.1,0.0,2.14,1.86
16,D2,19/04/2025,12:00,Braunschweig,Kaiserslautern,2.7,3.75,2.52,1.66,2.26,0.0,0.0,0.0
17,D2,19/04/2025,12:00,Elversberg,Fortuna Dusseldorf,1.82,4.1,4.3,1.67,2.3,-0.75,0.0,0.0
18,D2,19/04/2025,12:00,Nurnberg,Paderborn,3.75,3.9,2.06,1.66,2.32,0.5,0.0,0.0
19,D2,19/04/2025,19:30,Schalke 04,Hamburg,3.3,4.0,2.1,1.55,2.6,0.25,0.0,0.0
25,E0,19/04/2025,15:00,Brentford,Brighton,2.6,3.75,2.84,1.65,2.44,0.0,1.91,2.08
26,E0,19/04/2025,15:00,Crystal Palace,Bournemouth,2.66,3.6,2.82,1.84,2.14,0.0,1.93,2.04
27,E0,19/04/2025,15:00,Everton,Man City,4.1,3.75,2.02,1.89,2.1,0.5,1.96,2.02
28,E0,19/04/2025,15:00,West Ham,Southampton,1.55,4.6,7.0,1.75,2.24,-1.0,1.84,2.05
29,E0,19/04/2025,17:30,Aston Villa,Newcastle,2.46,3.7,3.0,1.7,2.38,-0.25,2.13,1.85
84,F1,19/04/2025,16:00,Paris SG,Le Havre,1.15,11.0,19.5,1.26,4.3,-2.5,0.0,0.0
85,F1,19/04/2025,18:00,Monaco,Strasbourg,1.59,5.0,5.6,1.47,2.88,-1.0,1.81,1.88
86,F1,19/04/2025,20:05,Marseille,Montpellier,1.24,7.6,15.5,1.43,3.0,-2.0,2.01,1.88
98,F2,19/04/2025,13:00,Paris FC,Bastia,1.86,3.35,3.95,1.97,1.63,-0.5,0.0,0.0
