,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,B1,08/02/2025,15:00,Club Brugge,Oud-Heverlee Leuven,1.33,5.5,10.0,1.64,2.38,-1.5,1.99,1.87
3,B1,08/02/2025,17:15,Dender,St Truiden,2.76,3.15,2.6,1.96,1.91,0.0,1.99,1.89
4,B1,08/02/2025,19:45,Genk,Cercle Brugge,1.65,4.2,5.3,1.64,2.32,-1.0,2.05,1.83
10,D1,08/02/2025,14:30,Dortmund,Stuttgart,1.92,4.1,4.1,1.54,2.74,-0.5,1.92,2.06
11,D1,08/02/2025,14:30,Freiburg,Heidenheim,1.79,4.0,5.1,1.78,2.2,-0.75,2.0,1.96
12,D1,08/02/2025,14:30,Hoffenheim,Union Berlin,2.3,3.6,3.35,1.87,2.08,-0.25,1.98,1.99
13,D1,08/02/2025,14:30,Mainz,Augsburg,1.82,3.75,5.2,2.06,1.87,-0.75,2.06,1.9
14,D1,08/02/2025,14:30,Wolfsburg,Leverkusen,4.5,3.9,1.89,1.68,2.42,0.5,2.1,1.89
15,D1,08/02/2025,17:30,M'gladbach,Ein Frankfurt,2.74,3.75,2.66,1.59,2.62,0.0,2.02,1.95
20,D2,08/02/2025,12:00,Darmstadt,Elversberg,2.18,3.65,3.3,1.6,2.48,-0.25,1.88,1.98
21,D2,08/02/2025,12:00,Magdeburg,Nurnberg,2.18,3.95,3.25,1.56,2.62,-0.25,1.9,2.01
22,D2,08/02/2025,12:00,Ulm,Paderborn,3.05,3.6,2.36,1.84,2.08,0.25,1.87,2.06
23,D2,08/02/2025,19:30,Hertha,Kaiserslautern,2.02,4.0,3.5,1.59,2.6,-0.5,2.02,1.87
27,E1,08/02/2025,12:30,Sunderland,Watford,1.54,4.6,7.0,1.84,2.06,-1.0,1.88,2.11
28,E1,08/02/2025,12:30,West Brom,Sheffield Weds,2.22,3.55,3.6,2.1,1.84,-0.25,1.92,2.07
29,E1,08/02/2025,15:00,Norwich,Derby,1.75,3.95,5.5,2.02,1.91,-0.75,1.97,1.99
30,E1,08/02/2025,15:00,Sheffield United,Portsmouth,1.52,4.7,7.2,1.9,2.04,-1.0,1.86,2.09
33,E2,08/02/2025,12:30,Charlton,Stevenage,2.14,3.15,4.0,2.36,1.59,-0.25,1.81,2.11
34,E2,08/02/2025,12:30,Stockport,Barnsley,1.87,3.75,4.4,1.86,1.96,-0.5,1.87,2.08
35,E2,08/02/2025,15:00,Bolton,Crawley Town,1.45,5.1,7.2,1.54,2.52,-1.25,1.91,1.95
36,E2,08/02/2025,15:00,Burton,Blackpool,3.5,3.4,2.14,1.82,1.85,0.25,2.1,1.83
37,E2,08/02/2025,15:00,Huddersfield,Reading,1.52,4.5,6.6,1.76,2.1,-1.25,2.12,1.76
38,E2,08/02/2025,15:00,Lincoln,Cambridge,1.84,3.45,5.0,2.16,1.72,-0.75,2.08,1.83
39,E2,08/02/2025,15:00,Rotherham,Shrewsbury,1.68,3.85,5.9,2.16,1.73,-0.75,1.89,2.06
41,E3,08/02/2025,12:30,Bradford,Harrogate,1.65,3.45,6.2,2.04,1.76,-0.75,1.84,2.02
42,E3,08/02/2025,12:30,Swindon,Port Vale,2.34,3.45,3.15,2.06,1.76,-0.25,2.0,1.95
43,E3,08/02/2025,15:00,Accrington,AFC Wimbledon,3.75,3.25,2.2,2.42,1.6,0.25,2.11,1.87
44,E3,08/02/2025,15:00,Barrow,Gillingham,2.12,3.15,4.0,2.6,1.53,-0.25,1.79,2.15
45,E3,08/02/2025,15:00,Colchester,Walsall,3.1,3.1,2.62,2.34,1.61,0.25,1.77,2.22
46,E3,08/02/2025,15:00,Crewe,Newport County,1.58,4.0,6.6,1.9,1.92,-1.0,1.97,1.9
47,E3,08/02/2025,15:00,Fleetwood Town,Cheltenham,2.02,1.09,3.5,1.96,1.73,-0.5,2.0,1.56
48,E3,08/02/2025,15:00,Grimsby,Carlisle,2.18,3.4,3.35,1.85,1.74,-0.25,1.88,1.96
49,E3,08/02/2025,15:00,Milton Keynes Dons,Bromley,2.18,1.4,1.37,1.75,1.86,-0.25,1.93,1.01
50,E3,08/02/2025,15:00,Notts County,Morecambe,1.38,4.9,7.2,1.64,2.26,-1.25,1.86,1.98
51,E3,08/02/2025,15:00,Salford,Tranmere,1.77,3.6,4.9,2.0,1.9,-0.75,2.0,1.86
52,EC,08/02/2025,15:00,Aldershot,Fylde,1.37,1.09,1.04,1.47,2.18,-0.75,1.94,1.84
53,EC,08/02/2025,15:00,Altrincham,Braintree Town,1.54,1.09,4.7,1.87,1.87,-0.75,1.87,1.99
54,EC,08/02/2025,15:00,Boston Utd,Barnet,6.2,1.09,1.47,1.65,1.92,1.0,1.9,1.74
55,EC,08/02/2025,15:00,Dag and Red,Yeovil,2.28,2.46,2.9,1.81,1.76,0.0,1.68,2.2
