,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
1,B1,02/05/2025,19:45,Westerlo,Dender,1.67,4.6,5.2,1.48,3.0,-1.0,2.03,1.89
7,D1,02/05/2025,19:30,Heidenheim,Bochum,2.4,3.65,3.2,1.76,2.28,-0.25,2.07,1.92
16,D2,02/05/2025,17:30,Magdeburg,Preußen Münster,1.63,4.8,5.4,1.47,3.05,-1.0,1.98,1.96
17,D2,02/05/2025,17:30,Schalke 04,Paderborn,4.0,4.1,1.93,1.55,2.74,0.5,2.05,1.93
25,E0,02/05/2025,20:00,Man City,Wolves,1.43,5.3,8.6,1.58,2.68,-1.25,1.91,2.07
83,F1,02/05/2025,19:45,Nice,Reims,1.43,5.3,8.4,1.59,2.64,-1.25,1.9,2.07
92,F2,02/05/2025,19:00,Ajaccio,Lorient,6.4,4.3,1.6,1.98,1.97,1.0,1.91,2.03
93,F2,02/05/2025,19:00,Amiens,Pau FC,3.15,3.8,2.3,1.71,2.36,0.25,1.94,2.0
94,F2,02/05/2025,19:00,Caen,Red Star,2.78,3.75,2.62,1.84,2.12,0.0,2.03,1.92
95,F2,02/05/2025,19:00,Clermont,Annecy,2.42,3.3,3.4,2.18,1.81,-0.25,2.06,1.91
96,F2,02/05/2025,19:00,Dunkerque,Laval,1.86,3.75,4.8,2.1,1.88,-0.75,2.11,1.85
97,F2,02/05/2025,19:00,Grenoble,Troyes,3.25,3.45,2.38,2.06,1.91,0.25,1.9,2.04
98,F2,02/05/2025,19:00,Guingamp,Bastia,2.16,3.2,4.2,2.2,1.78,-0.25,1.84,2.14
99,F2,02/05/2025,19:00,Martigues,Paris FC,5.6,3.85,1.72,1.94,2.02,0.75,2.02,1.91
100,F2,02/05/2025,19:00,Metz,Rodez,1.68,4.2,5.7,1.61,2.58,-1.0,2.07,1.87
108,I1,02/05/2025,19:45,Torino,Venezia,2.54,3.05,3.5,2.56,1.62,-0.25,2.13,1.87
135,P1,02/05/2025,20:15,Porto,Moreirense,1.33,5.9,11.5,1.77,2.28,-1.5,2.06,1.9
150,SC1,02/05/2025,19:45,Airdrie Utd,Ayr,3.65,3.75,2.02,1.83,2.06,0.25,2.17,1.77
151,SC1,02/05/2025,19:45,Falkirk,Hamilton,1.21,7.8,15.5,1.43,2.9,-2.0,1.85,1.85
152,SC1,02/05/2025,19:45,Livingston,Partick,1.74,3.95,4.9,1.91,2.0,-0.75,1.94,1.93
153,SC1,02/05/2025,19:45,Morton,Dunfermline,2.78,3.05,2.64,2.48,1.57,0.0,1.95,1.89
154,SC1,02/05/2025,19:45,Queens Park,Raith Rvs,7.0,4.5,1.5,2.04,1.92,1.0,2.06,1.82
165,SP1,02/05/2025,20:00,Vallecano,Getafe,2.48,3.05,3.6,2.88,1.52,-0.25,2.07,1.92
175,SP2,02/05/2025,19:30,Cordoba,Cadiz,2.02,3.6,4.3,2.14,1.85,-0.5,2.02,1.95
186,T1,02/05/2025,18:00,Antalyaspor,Konyaspor,2.68,3.3,3.0,2.12,1.85,0.0,1.87,2.1
