,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
36,E0,07/04/2025,20:00,Leicester,Newcastle,7.2,4.8,1.51,1.57,2.26,1.25,1.83,2.06
99,F2,07/04/2025,19:45,Dunkerque,Guingamp,1.07,1.62,2.78,0.0,0.0,-0.25,0.0,0.0
106,G1,07/04/2025,16:00,Atromitos,Asteras Tripolis,1.1,1.1,1.1,1.01,1.18,-0.5,1.1,1.01
116,I1,07/04/2025,19:45,Bologna,Napoli,3.0,3.15,2.8,2.6,1.56,0.0,2.04,1.91
142,P1,07/04/2025,18:45,Farense,Casa Pia,2.68,2.96,1.5,1.01,1.18,0.0,0.0,0.0
143,P1,07/04/2025,20:15,Rio Ave,Boavista,1.09,1.09,4.9,1.01,1.18,-0.5,0.0,0.0
144,P1,07/04/2025,20:45,Sp Lisbon,Sp Braga,1.06,4.6,2.76,0.0,0.0,-1.0,0.0,0.0
175,SP1,07/04/2025,20:00,Leganes,Osasuna,2.66,2.96,3.05,2.24,1.58,0.0,1.82,2.08
186,SP2,07/04/2025,19:30,Elche,Ferrol,1.1,3.45,3.2,0.0,0.0,-1.25,0.0,0.0
194,T1,07/04/2025,18:00,Goztep,Gaziantep,1.8,3.75,3.5,0.0,0.0,-0.75,0.0,0.0
195,T1,07/04/2025,18:00,Kasimpasa,Besiktas,2.92,3.3,2.22,0.0,0.0,0.25,0.0,0.0
