,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
2,B1,20/09/2025,15:00,Oud-Heverlee Leuven,RAAL La Louviere,2.04,3.25,4.3,2.04,1.59,-0.5,2.04,1.9
3,B1,20/09/2025,17:15,Charleroi,Waregem,1.72,3.4,5.0,1.26,2.02,-0.75,1.9,1.86
4,B1,20/09/2025,19:45,Anderlecht,Antwerp,1.67,4.1,5.4,1.74,2.12,-0.75,1.85,2.04
10,D1,20/09/2025,14:30,Augsburg,Mainz,2.84,3.45,2.72,1.96,1.99,0.0,2.03,1.94
11,D1,20/09/2025,14:30,Hamburg,Heidenheim,2.14,3.7,3.65,1.87,2.08,-0.5,2.14,1.84
12,D1,20/09/2025,14:30,Hoffenheim,Bayern Munich,8.8,6.4,1.35,1.34,3.75,1.5,2.05,1.88
13,D1,20/09/2025,14:30,Werder Bremen,Freiburg,2.5,3.75,2.9,1.64,2.44,-0.25,2.17,1.82
14,D1,20/09/2025,17:30,RB Leipzig,FC Koln,1.75,4.4,4.9,1.61,2.54,-0.75,1.94,2.03
20,D2,20/09/2025,12:00,Braunschweig,Elversberg,3.2,3.6,2.36,1.77,2.16,0.25,1.91,2.03
21,D2,20/09/2025,12:00,Hertha,Paderborn,2.78,3.6,2.6,1.72,2.26,0.0,2.05,1.89
22,D2,20/09/2025,12:00,Magdeburg,Schalke 04,2.3,3.6,3.25,1.67,2.32,-0.25,2.0,1.93
23,D2,20/09/2025,19:30,Nurnberg,Bochum,2.42,3.85,2.96,1.7,2.26,0.0,1.79,2.2
27,E0,20/09/2025,12:30,Liverpool,Everton,1.49,4.9,8.0,1.65,2.5,-1.25,2.06,1.93
28,E0,20/09/2025,15:00,Brighton,Tottenham,2.38,3.7,3.15,1.73,2.32,-0.25,2.07,1.92
29,E0,20/09/2025,15:00,Burnley,Nott'm Forest,3.5,3.45,2.3,2.04,1.94,0.25,2.0,1.98
30,E0,20/09/2025,15:00,West Ham,Crystal Palace,3.15,3.45,2.5,2.1,1.87,0.25,1.86,2.14
31,E0,20/09/2025,15:00,Wolves,Leeds,2.88,3.2,2.88,2.38,1.69,0.0,1.99,2.0
32,E0,20/09/2025,17:30,Man United,Chelsea,2.8,3.8,2.58,1.63,2.56,0.0,2.08,1.91
33,E0,20/09/2025,20:00,Fulham,Brentford,2.08,3.55,4.0,2.02,1.95,-0.5,2.08,1.89
38,E1,20/09/2025,12:30,Birmingham,Swansea,1.95,3.45,4.7,2.46,1.64,-0.5,1.95,2.03
39,E1,20/09/2025,12:30,Leicester,Coventry,2.62,3.6,2.82,1.75,2.2,0.0,1.9,2.06
40,E1,20/09/2025,12:30,QPR,Stoke,2.92,3.4,2.7,2.12,1.86,0.0,2.06,1.91
41,E1,20/09/2025,15:00,Blackburn,Ipswich,3.9,3.55,2.1,2.14,1.83,0.5,1.87,2.1
42,E1,20/09/2025,15:00,Derby,Preston,2.46,3.15,3.5,2.8,1.52,-0.25,2.07,1.91
43,E1,20/09/2025,15:00,Hull,Southampton,3.1,3.65,2.44,1.82,2.14,0.25,1.87,2.1
44,E1,20/09/2025,15:00,Norwich,Wrexham,1.86,4.1,4.5,1.76,2.22,-0.5,1.86,2.14
45,E1,20/09/2025,15:00,Portsmouth,Sheffield Weds,1.6,4.3,6.2,1.9,2.04,-1.0,2.01,1.92
46,E1,20/09/2025,15:00,Sheffield United,Charlton,1.86,3.65,4.8,2.24,1.77,-0.5,1.86,2.12
49,E2,20/09/2025,12:30,Blackpool,Barnsley,2.64,3.8,2.72,1.8,2.12,0.0,1.95,2.0
50,E2,20/09/2025,12:30,Bolton,Wigan,1.82,3.75,4.9,2.0,1.84,-0.75,2.06,1.87
51,E2,20/09/2025,12:30,Lincoln,Luton,3.8,3.35,2.24,2.1,1.76,0.25,2.07,1.91
52,E2,20/09/2025,15:00,Cardiff,Bradford,1.89,3.75,4.6,1.82,2.04,-0.5,1.89,2.06
53,E2,20/09/2025,15:00,Doncaster,AFC Wimbledon,1.85,3.45,5.2,2.28,1.57,-0.5,1.85,2.07
54,E2,20/09/2025,15:00,Huddersfield,Burton,1.65,4.1,5.7,1.84,2.0,-0.75,1.82,2.12
55,E2,20/09/2025,15:00,Plymouth,Peterboro,1.98,3.75,4.1,1.66,2.28,-0.5,1.98,1.98
56,E2,20/09/2025,15:00,Port Vale,Mansfield,2.26,3.45,3.6,2.08,1.78,-0.25,1.93,2.03
57,E2,20/09/2025,15:00,Reading,Leyton Orient,2.62,3.55,2.84,1.98,1.9,0.0,1.89,2.05
58,E2,20/09/2025,15:00,Rotherham,Stockport,3.65,3.55,2.16,2.04,1.82,0.5,1.81,2.17
59,E2,20/09/2025,15:00,Stevenage,Exeter,1.84,3.5,5.1,2.34,1.65,-0.5,1.84,2.14
60,E2,20/09/2025,15:00,Wycombe,Northampton,1.97,3.55,4.7,2.16,1.73,-0.5,1.97,2.02
61,E3,20/09/2025,12:30,Cambridge,Fleetwood Town,2.02,3.3,4.3,2.36,1.61,-0.5,2.02,1.91
62,E3,20/09/2025,12:30,Harrogate,Shrewsbury,2.68,3.45,2.84,2.1,1.86,0.0,1.9,2.05
63,E3,20/09/2025,15:00,Barnet,Grimsby,2.42,3.6,2.94,1.84,2.04,-0.25,2.1,1.84
64,E3,20/09/2025,15:00,Barrow,Crewe,2.8,3.45,2.56,2.1,1.75,0.0,2.14,1.84
65,E3,20/09/2025,15:00,Bromley,Chesterfield,2.8,3.4,2.56,1.91,2.0,0.0,2.01,1.86
66,E3,20/09/2025,15:00,Cheltenham,Oldham,3.1,3.45,2.42,2.3,1.7,0.25,1.89,2.07
67,E3,20/09/2025,15:00,Colchester,Bristol Rvs,2.5,3.25,3.0,2.14,1.73,-0.25,2.15,1.75
68,E3,20/09/2025,15:00,Milton Keynes Dons,Accrington,1.55,4.1,5.7,1.8,2.06,-1.0,1.94,1.9
69,E3,20/09/2025,15:00,Newport County,Gillingham,3.8,3.5,2.06,2.18,1.72,0.5,1.9,2.06
70,E3,20/09/2025,15:00,Notts County,Crawley Town,2.08,3.75,3.8,1.72,2.26,-0.5,2.08,1.89
71,E3,20/09/2025,15:00,Salford,Swindon,2.4,3.45,2.98,1.73,2.26,-0.25,2.09,1.82
72,E3,20/09/2025,15:00,Walsall,Tranmere,2.0,3.2,4.3,2.4,1.6,-0.5,2.0,1.9
73,EC,20/09/2025,12:30,Brackley Town,Sutton,1.81,3.5,3.7,1.7,1.85,-0.5,1.81,1.83
74,EC,20/09/2025,15:00,Aldershot,Hartlepool,2.78,3.7,2.4,1.62,2.28,0.25,1.79,2.1
75,EC,20/09/2025,15:00,Altrincham,Carlisle,2.96,3.4,1.95,0.0,0.0,0.25,0.0,0.0
76,EC,20/09/2025,15:00,Boston Utd,Boreham Wood,3.8,3.5,1.94,0.0,0.0,0.5,0.0,0.0
77,EC,20/09/2025,15:00,Eastleigh,Braintree Town,2.0,3.6,3.95,2.06,1.76,-0.5,2.0,1.88
78,EC,20/09/2025,15:00,Gateshead,Halifax,2.28,3.75,2.84,1.75,2.08,-0.25,2.0,1.82
79,EC,20/09/2025,15:00,Morecambe,Wealdstone,3.8,3.95,1.91,0.0,0.0,0.5,0.0,0.0
80,EC,20/09/2025,15:00,Scunthorpe,Truro,1.65,3.9,5.3,0.0,0.0,-0.75,0.0,0.0
81,EC,20/09/2025,15:00,Tamworth,Yeovil,1.93,3.05,3.35,2.0,1.65,-0.5,1.93,1.69
82,EC,20/09/2025,15:00,Woking,Forest Green,3.9,3.6,1.72,1.79,1.77,0.75,1.8,1.9
83,EC,20/09/2025,15:00,York,Solihull,1.35,5.2,9.0,1.62,2.32,-1.5,1.89,1.7
84,EC,20/09/2025,17:30,Rochdale,Southend,2.46,3.3,2.76,1.93,1.87,0.0,1.8,2.01
86,F1,20/09/2025,16:00,Nantes,Rennes,3.95,3.55,2.14,2.08,1.86,0.25,2.18,1.83
87,F1,20/09/2025,18:00,Brest,Nice,2.84,3.6,2.64,1.77,2.2,0.0,2.07,1.91
88,F1,20/09/2025,20:05,Lens,Lille,2.48,3.6,3.0,1.86,2.08,0.0,1.8,2.18
100,F2,20/09/2025,13:00,Montpellier,Bastia,2.3,3.05,3.4,2.3,1.55,-0.25,1.99,1.87
