,league,Date,Time,Home,Away,Odd_H_Back,Odd_D_Back,Odd_A_Back,Odd_Over25_Open,Odd_Under25_Open,Asian_Handicap_Open,Odd_AHH_Open,Odd_AHA_Open
3,B1,29/11/2025,15:00,Dender,Westerlo,2.7,3.6,2.46,1.61,2.1,0.0,1.97,1.82
4,B1,29/11/2025,17:15,Waregem,Cercle Brugge,2.7,3.6,2.58,1.56,2.18,0.0,1.95,1.91
5,B1,29/11/2025,19:45,Charleroi,RAAL La Louviere,1.92,3.35,5.3,2.16,1.69,-0.5,1.92,2.05
11,D1,29/11/2025,14:30,Bayern Munich,St Pauli,1.12,12.0,32.0,1.28,4.3,-2.5,1.85,2.12
12,D1,29/11/2025,14:30,Hoffenheim,Augsburg,1.72,4.4,5.0,1.59,2.62,-0.75,1.89,2.08
13,D1,29/11/2025,14:30,Union Berlin,Heidenheim,1.7,4.1,5.8,1.97,1.97,-0.75,1.93,2.05
14,D1,29/11/2025,14:30,Werder Bremen,FC Koln,2.34,3.9,3.1,1.6,2.58,-0.25,2.04,1.94
15,D1,29/11/2025,17:30,Leverkusen,Dortmund,2.68,3.8,2.74,1.61,2.52,0.0,1.97,2.01
21,D2,29/11/2025,12:00,Braunschweig,Kaiserslautern,3.0,3.85,2.38,1.66,2.36,0.25,1.91,2.07
22,D2,29/11/2025,12:00,Greuther Furth,Bochum,3.0,3.95,2.3,1.56,2.48,0.25,1.9,2.0
23,D2,29/11/2025,12:00,Holstein Kiel,Hertha,2.6,3.7,2.8,1.79,2.14,0.0,1.9,2.04
24,D2,29/11/2025,19:30,Magdeburg,Nurnberg,2.42,3.65,2.96,1.62,2.44,-0.25,2.1,1.86
28,E0,29/11/2025,15:00,Brentford,Burnley,1.51,4.7,7.8,1.85,2.14,-1.25,2.11,1.87
29,E0,29/11/2025,15:00,Man City,Leeds,1.26,7.0,14.0,1.57,2.68,-1.75,1.94,2.01
30,E0,29/11/2025,15:00,Sunderland,Bournemouth,3.25,3.5,2.44,2.02,1.94,0.25,1.91,2.07
31,E0,29/11/2025,17:30,Everton,Newcastle,2.86,3.4,2.74,2.12,1.87,0.0,2.05,1.93
32,E0,29/11/2025,20:00,Tottenham,Fulham,2.3,3.5,3.5,2.0,1.96,-0.25,1.97,2.0
39,E1,29/11/2025,12:30,Leicester,Sheffield United,2.38,3.45,3.3,2.06,1.88,-0.25,2.04,1.91
40,E1,29/11/2025,12:30,Portsmouth,Bristol City,3.0,3.5,2.56,2.14,1.85,0.25,1.81,2.2
41,E1,29/11/2025,12:30,Stoke,Hull,1.76,4.0,5.2,1.84,2.1,-0.75,1.96,1.99
42,E1,29/11/2025,15:00,Coventry,Charlton,1.47,4.8,8.2,1.8,2.16,-1.25,2.07,1.86
43,E1,29/11/2025,15:00,Middlesbrough,Derby,1.84,3.65,5.2,2.24,1.75,-0.75,2.1,1.88
44,E1,29/11/2025,15:00,Millwall,Southampton,3.25,3.6,2.32,2.0,1.93,0.25,1.95,2.01
45,E1,29/11/2025,15:00,Norwich,QPR,2.56,3.65,2.88,2.0,1.9,0.0,1.87,2.11
46,E1,29/11/2025,15:00,Sheffield Weds,Preston,3.65,3.4,2.26,2.2,1.77,0.25,2.05,1.93
47,E1,29/11/2025,15:00,West Brom,Swansea,1.89,3.7,4.8,2.28,1.74,-0.5,1.89,2.11
48,E1,29/11/2025,15:00,Wrexham,Blackburn,2.3,3.4,3.55,2.16,1.8,-0.25,1.96,2.0
50,E2,29/11/2025,12:30,Blackpool,Reading,2.68,3.25,2.7,2.04,1.83,0.0,1.9,1.95
51,E2,29/11/2025,12:30,Stockport,Barnsley,2.1,3.8,3.7,1.68,2.16,-0.5,2.1,1.89
52,E2,29/11/2025,15:00,Bradford,Exeter,1.75,3.9,4.9,1.87,1.97,-0.75,1.95,1.97
53,E2,29/11/2025,15:00,Burton,Leyton Orient,2.68,3.5,2.56,1.78,2.06,0.0,1.97,1.92
54,E2,29/11/2025,15:00,Cardiff,Mansfield,1.85,3.95,4.1,1.72,2.2,-0.5,1.85,2.11
55,E2,29/11/2025,15:00,Doncaster,Peterboro,2.3,3.7,3.3,1.85,2.04,-0.25,1.99,1.97
56,E2,29/11/2025,15:00,Huddersfield,AFC Wimbledon,1.77,3.95,5.2,2.02,1.83,-0.75,1.99,1.93
57,E2,29/11/2025,15:00,Lincoln,Port Vale,2.04,3.4,4.2,2.18,1.7,-0.5,2.04,1.94
58,E2,29/11/2025,15:00,Luton,Bolton,2.58,3.45,2.82,1.95,1.9,0.0,1.93,2.06
59,E2,29/11/2025,15:00,Plymouth,Northampton,2.16,3.45,3.6,2.1,1.76,-0.5,2.16,1.78
60,E2,29/11/2025,15:00,Rotherham,Wycombe,4.3,3.5,1.99,1.96,1.8,0.5,1.98,1.99
61,E2,29/11/2025,15:00,Wigan,Stevenage,2.3,3.15,3.6,2.56,1.54,-0.25,1.95,1.96
62,E3,29/11/2025,12:30,Accrington,Oldham,2.78,3.2,2.6,2.12,1.73,0.0,1.99,1.87
63,E3,29/11/2025,12:30,Milton Keynes Dons,Fleetwood Town,1.8,3.9,4.8,1.85,2.02,-0.75,2.02,1.92
64,E3,29/11/2025,15:00,Barnet,Harrogate,1.3,5.7,12.0,1.66,2.24,-1.5,1.88,1.98
65,E3,29/11/2025,15:00,Bristol Rvs,Notts County,3.0,3.4,2.58,1.95,1.89,0.0,2.14,1.84
66,E3,29/11/2025,15:00,Cambridge,Crewe,2.42,3.05,3.15,2.24,1.65,-0.25,2.08,1.82
67,E3,29/11/2025,15:00,Chesterfield,Swindon,2.4,3.6,2.84,1.67,2.3,-0.25,2.08,1.88
68,E3,29/11/2025,15:00,Colchester,Cheltenham,1.54,4.6,7.0,2.06,1.86,-1.0,1.88,2.02
69,E3,29/11/2025,15:00,Newport County,Barrow,2.74,3.25,2.6,2.04,1.78,0.0,1.98,1.86
70,E3,29/11/2025,15:00,Salford,Crawley Town,1.85,4.0,4.3,1.6,2.34,-0.75,2.05,1.85
71,E3,29/11/2025,15:00,Shrewsbury,Gillingham,2.54,3.25,3.0,2.2,1.68,-0.25,2.16,1.74
72,E3,29/11/2025,15:00,Walsall,Bromley,2.3,3.2,3.3,2.12,1.73,-0.25,1.97,1.93
73,EC,29/11/2025,12:30,Solihull,Wealdstone,1.93,3.35,2.98,1.65,2.02,-0.25,1.7,1.86
74,EC,29/11/2025,15:00,Altrincham,Scunthorpe,2.36,3.45,2.4,1.69,2.02,0.0,1.88,1.92
75,EC,29/11/2025,15:00,Braintree Town,Morecambe,2.12,3.35,2.72,1.53,2.16,-0.25,1.85,1.75
76,EC,29/11/2025,15:00,Carlisle,Tamworth,1.41,4.4,5.5,1.44,1.55,-1.25,0.0,0.0
77,EC,29/11/2025,15:00,Forest Green,Southend,2.24,3.5,3.0,1.75,2.08,-0.25,1.94,1.86
78,EC,29/11/2025,15:00,Hartlepool,Truro,1.71,3.7,4.9,1.86,1.95,-0.75,1.92,1.95
79,EC,29/11/2025,15:00,Rochdale,Eastleigh,1.33,5.5,10.5,1.63,2.28,-1.5,1.91,1.9
80,EC,29/11/2025,15:00,Sutton,Gateshead,1.7,3.65,3.55,1.44,2.3,-0.5,1.7,1.94
81,EC,29/11/2025,15:00,Woking,Brackley Town,1.89,3.05,3.3,1.92,1.65,-0.5,1.89,1.7
82,EC,29/11/2025,15:00,Yeovil,Boston Utd,2.42,3.25,2.84,2.02,1.78,-0.25,2.08,1.74
83,EC,29/11/2025,15:00,York,Aldershot,1.29,6.6,9.4,1.28,3.8,-2.0,2.02,1.79
84,EC,29/11/2025,17:30,Boreham Wood,Halifax,1.38,4.1,5.5,1.62,2.32,-1.25,1.9,1.67
86,F1,29/11/2025,16:00,Monaco,Paris SG,5.5,4.8,1.62,1.47,3.0,1.0,1.98,1.96
87,F1,29/11/2025,18:00,Paris FC,Auxerre,1.85,3.9,4.7,1.9,2.02,-0.75,2.1,1.86
88,F1,29/11/2025,20:05,Marseille,Toulouse,1.64,4.2,6.2,1.86,2.08,-1.0,2.08,1.87
